,mule.csv,springside.csv,swtfox.csv,twostep.csv,geotools.csv,l2j.csv
geotools.csv,0.1,0.03,0.22,0.11,0.0,0.04
l2j.csv,0.59,0.17,0.89,0.4,0.43,0.0
mule.csv,0.0,0.03,0.46,0.33,0.35,0.2
springside.csv,0.48,0.0,0.58,0.38,0.5,0.16
swtfox.csv,0.15,0.75,0.0,0.16,0.45,0.46
twostep.csv,0.77,0.81,0.29,0.0,0.77,0.68
