,opde.csv,mb-unit.csv,chipster.csv,delphilhlplib.csv,ivataopenportal.csv,pamguard.csv,jppf-project.csv,bigdata.csv,kolmafia.csv,quark.csv,tigermud.csv,emite.csv,l2j.csv,stajistics.csv,hydrate.csv,jfreechart.csv
bigdata.csv,0.6,0.1,0.08,0.22,0.23,0.73,0.0,0.08,0.82,0.17,0.38,0.08,0.11,0.13,0.16,0.89
chipster.csv,0.29,0.15,0.0,0.72,0.23,0.36,0.25,0.35,0.54,0.29,0.81,0.2,0.13,0.22,0.58,0.66
delphilhlplib.csv,0.33,0.48,0.48,0.0,0.14,0.39,0.5,0.41,0.56,0.38,0.33,0.18,0.05,0.22,0.68,0.4
emite.csv,0.27,0.22,0.41,0.44,0.26,0.55,0.5,0.57,0.59,0.37,0.67,0.0,0.29,0.19,0.42,0.47
hydrate.csv,0.29,0.19,0.26,0.33,0.15,0.52,0.38,0.27,0.33,0.46,0.33,0.15,0.14,0.12,0.11,0.36
ivataopenportal.csv,0.31,0.31,0.35,0.22,0.02,0.33,0.0,0.35,0.38,0.4,0.33,0.42,0.53,0.58,0.32,0.35
jppf-project.csv,1.0,0.91,0.89,0.83,0.96,1.0,0.0,0.89,0.92,0.88,1.0,0.95,0.93,0.99,1.0,0.99
kolmafia.csv,0.33,0.17,0.16,0.11,0.29,0.39,0.0,0.22,0.0,0.27,0.14,0.12,0.13,0.09,0.53,0.71
l2j.csv,0.33,0.59,0.54,1.0,0.28,0.73,0.5,0.59,0.72,0.42,0.62,0.42,0.01,0.42,0.74,0.84
mb-unit.csv,0.73,0.02,0.66,0.22,0.67,0.85,0.5,0.57,0.67,0.33,0.33,0.45,0.8,0.49,0.63,0.77
opde.csv,0.0,0.67,0.21,1.0,0.56,0.42,0.5,0.43,0.33,1.0,0.19,0.32,0.63,0.55,0.32,0.21
pamguard.csv,0.96,0.64,0.31,0.28,0.77,0.0,0.25,0.65,0.95,0.67,1.0,0.35,0.88,0.65,0.63,0.95
quark.csv,0.02,0.09,0.2,0.11,0.0,0.0,0.25,0.11,0.03,0.02,0.0,0.25,0.0,0.01,0.0,0.0
stajistics.csv,0.56,0.34,0.41,0.56,0.08,0.58,0.88,0.76,0.62,0.71,0.76,0.65,0.17,0.0,0.53,0.21
tigermud.csv,0.73,0.63,0.49,0.94,0.5,0.76,0.75,0.78,0.64,0.48,0.05,0.78,0.54,0.71,0.42,0.5
