,opde.csv,mb-unit.csv,chipster.csv,delphilhlplib.csv,ivataopenportal.csv,pamguard.csv,jppf-project.csv,bigdata.csv,kolmafia.csv,quark.csv,tigermud.csv,emite.csv,l2j.csv,stajistics.csv,hydrate.csv,jfreechart.csv
bigdata.csv,0.68,0.73,0.93,0.64,0.82,0.78,0.78,0.08,0.83,0.71,0.66,0.94,0.78,0.81,0.66,0.89
chipster.csv,0.74,0.73,0.05,0.8,0.71,0.65,0.52,0.67,0.65,0.75,0.88,0.77,0.78,0.96,0.76,1.2
delphilhlplib.csv,0.94,0.65,0.69,0.0,0.87,0.78,0.85,0.7,0.78,0.79,0.74,0.73,0.76,0.58,0.79,0.4
emite.csv,0.48,0.75,0.68,0.78,0.71,0.68,0.75,0.81,0.74,0.92,0.74,0.03,0.65,0.63,0.79,1.1
hydrate.csv,0.59,0.72,0.67,0.45,0.7,0.72,0.58,0.6,0.56,0.6,0.59,0.79,0.72,0.71,0.11,1.06
ivataopenportal.csv,0.86,0.67,0.66,0.45,0.02,0.58,0.71,0.6,0.67,0.56,0.69,0.86,0.72,0.69,0.68,1.06
jppf-project.csv,1.0,0.92,0.9,0.85,0.97,1.0,0.0,0.9,0.92,0.9,1.0,0.95,0.93,0.99,1.0,0.99
kolmafia.csv,0.72,0.72,0.61,0.65,0.72,0.63,0.54,0.74,0.02,0.74,0.81,0.91,0.91,0.84,0.57,0.71
l2j.csv,0.65,0.67,0.63,1.01,0.71,0.79,0.52,0.68,0.74,0.68,0.69,0.72,0.02,0.56,0.74,0.84
mb-unit.csv,0.8,0.02,0.71,0.66,0.72,0.87,0.57,0.65,0.85,0.7,0.84,0.71,0.81,0.58,0.68,0.77
opde.csv,0.08,0.84,0.74,1.0,0.7,0.79,0.74,0.64,0.68,1.0,0.71,0.56,0.82,0.79,0.58,0.21
pamguard.csv,0.96,0.71,0.63,0.42,0.81,0.0,0.62,0.67,0.95,0.78,1.01,0.73,0.93,0.69,0.74,0.95
quark.csv,1.0,0.94,0.83,0.89,1.0,0.93,0.9,0.9,0.96,0.02,1.0,0.78,1.0,1.0,0.91,1.0
stajistics.csv,0.71,0.66,0.64,0.62,0.81,0.71,0.91,0.83,0.74,0.78,0.77,0.7,0.77,0.03,0.72,1.02
tigermud.csv,0.78,0.76,0.72,0.99,0.67,0.89,0.8,0.83,0.73,0.5,0.07,0.83,0.67,0.71,0.52,1.12
