,opde.csv,mb-unit.csv,chipster.csv,delphilhlplib.csv,ivataopenportal.csv,pamguard.csv,jppf-project.csv,bigdata.csv,kolmafia.csv,quark.csv,tigermud.csv,emite.csv,l2j.csv,stajistics.csv,hydrate.csv,jfreechart.csv
bigdata.csv,0.68,0.28,0.08,0.4,0.22,0.71,0.22,1.0,0.87,0.31,0.46,0.06,0.23,0.2,0.36,1.0
chipster.csv,0.32,0.28,0.95,0.66,0.32,0.46,0.54,0.43,0.64,0.31,0.66,0.26,0.23,0.07,0.52,0.0
delphilhlplib.csv,0.12,0.57,0.5,1.0,0.14,0.32,0.32,0.43,0.47,0.31,0.34,0.29,0.25,0.47,0.61,1.0
emite.csv,0.6,0.29,0.45,0.36,0.33,0.59,0.43,0.42,0.55,0.15,0.69,0.97,0.42,0.4,0.33,0.0
hydrate.csv,0.48,0.31,0.38,0.7,0.32,0.49,0.55,0.46,0.55,0.62,0.51,0.23,0.29,0.3,1.0,0.0
ivataopenportal.csv,0.2,0.41,0.44,0.6,1.0,0.53,0.29,0.51,0.45,0.62,0.4,0.26,0.5,0.63,0.39,0.0
jppf-project.csv,1.0,0.89,0.85,0.85,0.91,0.93,1.0,0.91,0.96,0.85,1.0,0.97,0.97,0.93,1.0,1.0
kolmafia.csv,0.36,0.3,0.41,0.36,0.34,0.51,0.46,0.29,0.98,0.31,0.2,0.1,0.1,0.17,0.79,1.0
l2j.csv,0.44,0.66,0.68,0.83,0.35,0.69,0.86,0.68,0.81,0.46,0.69,0.42,0.98,0.63,0.97,1.0
mb-unit.csv,0.68,1.0,0.73,0.38,0.74,0.83,0.72,0.68,0.47,0.38,0.23,0.45,0.91,0.7,0.76,1.0
opde.csv,0.92,0.5,0.29,1.0,0.59,0.34,0.46,0.53,0.4,1.0,0.31,0.55,0.47,0.43,0.52,1.0
pamguard.csv,0.88,0.68,0.45,0.68,0.75,1.0,0.43,0.82,0.96,0.62,0.86,0.35,0.71,0.77,0.61,1.0
quark.csv,0.0,0.07,0.2,0.11,0.0,0.07,0.13,0.11,0.04,1.0,0.0,0.26,0.0,0.0,0.09,0.0
stajistics.csv,0.56,0.44,0.5,0.72,0.2,0.58,0.74,0.65,0.6,0.69,0.89,0.74,0.25,0.97,0.52,0.0
tigermud.csv,0.72,0.56,0.47,0.7,0.56,0.53,0.73,0.72,0.66,0.85,0.94,0.71,0.61,0.93,0.7,0.0
