,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,xcmetadataservicestoolkit.csv,arm-webradio.csv,gisgraphy.csv
arm-webradio.csv,0.49,0.63,0.51,0.54,0.62,0.43,0.7,0.51,0.42,0.74,0.48
crisscross.csv,0.97,0.47,0.76,0.79,0.77,0.92,0.67,0.95,0.59,0.62,0.86
cubefs.csv,0.56,0.48,0.45,0.46,0.71,0.5,0.44,0.49,0.34,0.64,0.32
gisgraphy.csv,0.99,0.5,0.76,0.6,0.86,0.94,0.91,0.67,0.81,0.72,0.73
iaml.csv,0.54,0.54,0.53,0.45,0.35,0.69,0.58,0.63,0.43,0.47,0.43
ivataopenportal.csv,0.51,0.47,0.63,0.54,0.37,0.57,0.6,0.48,0.42,0.56,0.39
mb-unit.csv,0.52,0.83,0.56,0.45,0.37,0.41,0.59,0.59,0.41,0.68,0.4
mvdsv.csv,0.8,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0
nova.csv,0.61,0.71,0.55,0.64,0.5,0.54,0.5,0.51,0.39,0.63,0.33
openwbem.csv,0.63,0.5,0.81,0.54,0.58,0.59,0.53,0.42,0.59,0.75,0.4
xcmetadataservicestoolkit.csv,0.62,0.71,0.45,0.5,0.32,0.55,0.41,0.81,0.4,0.54,0.35
