,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv
bloodycore.csv,0.12,0.3,0.37,0.9,0.38,0.03,0.0
flylegacy.csv,0.8,0.42,1.0,0.61,0.89,0.4,0.86
jguard.csv,0.8,0.7,0.68,0.74,0.59,1.0,0.36
mob-sen-plat.csv,0.32,0.94,0.32,0.3,0.31,0.6,0.29
raygina.csv,1.0,0.12,0.43,0.64,0.3,0.07,0.21
upp-mirror.csv,0.4,0.12,0.35,0.46,1.0,0.13,0.29
wishmaster.csv,0.16,0.61,0.54,0.1,0.31,0.2,0.93
