,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv
bloodycore.csv,0.16,0.38,0.5,0.95,0.44,0.06,0.0
flylegacy.csv,0.53,0.51,1.0,0.26,0.77,0.4,0.37
jguard.csv,0.52,0.68,0.74,0.23,0.62,1.0,0.29
mob-sen-plat.csv,0.33,0.97,0.44,0.21,0.4,0.51,0.22
raygina.csv,0.98,0.2,0.55,0.33,0.42,0.09,0.18
upp-mirror.csv,0.48,0.21,0.49,0.3,1.0,0.2,0.24
wishmaster.csv,0.22,0.62,0.65,0.1,0.42,0.26,0.96
