,brlcad.csv,ogre.csv,autat.csv,mimosa.csv,google-web-toolkit.csv,ftm.csv,jcache.csv
autat.csv,0.0,0.0,0.25,0.03,0.13,0.41,0.03
brlcad.csv,0.24,0.0,0.31,0.16,0.24,0.89,0.06
ftm.csv,0.74,0.78,0.88,1.0,0.86,0.62,1.0
google-web-toolkit.csv,0.27,0.17,0.75,1.0,0.78,0.69,0.94
jcache.csv,0.85,0.48,1.0,0.89,0.78,0.9,0.85
mimosa.csv,1.0,0.95,1.0,0.87,0.8,0.95,0.76
ogre.csv,0.88,1.0,0.75,1.0,0.92,0.8,1.0
