,brlcad.csv,ogre.csv,autat.csv,mimosa.csv,google-web-toolkit.csv,ftm.csv,jcache.csv
autat.csv,0.45,0.42,0.31,0.16,0.3,0.15,0.49
brlcad.csv,0.31,0.42,0.27,0.3,0.22,0.38,0.48
ftm.csv,0.31,0.3,0.25,0.35,0.33,0.2,0.28
google-web-toolkit.csv,0.24,0.16,0.27,0.36,0.31,0.23,0.52
jcache.csv,0.32,0.19,0.25,0.26,0.29,0.31,0.21
mimosa.csv,0.41,0.42,0.33,0.28,0.35,0.42,0.2
ogre.csv,0.4,0.42,0.33,0.34,0.37,0.42,0.52
