,brlcad.csv,ogre.csv,autat.csv,mimosa.csv,google-web-toolkit.csv,ftm.csv,jcache.csv
autat.csv,0.0,0.01,0.38,0.04,0.22,0.52,0.06
brlcad.csv,0.32,0.01,0.3,0.24,0.35,0.64,0.11
ftm.csv,0.39,0.87,0.35,0.65,0.7,0.61,0.8
google-web-toolkit.csv,0.2,0.29,0.32,0.64,0.71,0.64,0.6
jcache.csv,0.45,0.64,0.42,0.67,0.67,0.66,0.79
mimosa.csv,0.43,0.97,0.33,0.82,0.67,0.62,0.75
ogre.csv,0.38,0.99,0.26,0.77,0.71,0.57,0.63
