,f1,g,recall,precision,pf,wins
abbot.csv,0.48,0.24,0.97,0.32,0.94,4
aufs.csv,0.27,0.41,0.38,0.5,0.42,7
bulmages.csv,0.16,0.13,0.11,0.3,0.13,1
coot.csv,0.38,0.48,0.52,0.33,0.62,5
emono.csv,0.5,0.49,0.75,0.39,0.73,12
extprosys.csv,0.39,0.48,0.64,0.46,0.56,13
freelords.csv,0.49,0.58,0.71,0.39,0.68,14
jnode.csv,0.07,0.06,0.05,0.4,0.08,0
jruby.csv,0.39,0.32,0.75,0.35,0.58,10
jsecurity.csv,0.22,0.29,0.25,0.5,0.17,6
matrex.csv,0.22,0.19,0.16,0.47,0.08,3
officefloor.csv,0.27,0.36,0.31,0.52,0.25,9
projectfactory.csv,0.2,0.18,0.15,0.31,0.09,2
taverna.csv,0.26,0.33,0.29,0.5,0.23,8
vxl.csv,0.37,0.47,0.62,0.32,0.45,11
