,vxl.csv,extprosys.csv,taverna.csv,abbot.csv,jsecurity.csv,jnode.csv,freelords.csv,officefloor.csv,aufs.csv,bulmages.csv,matrex.csv,projectfactory.csv,coot.csv,jruby.csv,emono.csv
abbot.csv,0.94,1.0,0.72,0.33,0.93,1.0,0.54,0.94,0.96,0.94,0.99,0.67,0.73,1.0,0.64
aufs.csv,0.27,0.48,0.04,0.61,0.47,0.46,0.71,0.28,0.22,0.42,0.63,0.42,0.16,0.53,0.1
bulmages.csv,0.0,0.25,0.13,0.67,0.44,0.12,0.11,0.08,0.0,0.44,0.31,0.0,0.51,0.16,0.0
coot.csv,0.02,0.28,0.62,0.94,0.85,0.63,0.71,0.65,0.21,0.38,0.75,0.7,0.27,0.47,0.36
emono.csv,0.49,0.86,0.57,0.78,0.7,0.95,0.79,0.46,0.91,0.68,0.73,0.95,0.62,0.79,0.45
extprosys.csv,0.97,0.28,1.0,0.28,0.92,0.69,0.64,0.44,0.0,0.52,0.77,0.56,0.46,0.63,0.43
freelords.csv,0.75,0.41,0.98,0.67,0.73,0.68,0.39,0.79,0.55,0.49,0.47,0.33,0.73,0.68,0.9
jnode.csv,0.24,0.11,0.08,0.33,0.0,0.2,0.14,0.18,0.02,0.08,0.0,0.0,0.35,0.05,0.0
jruby.csv,0.58,0.03,0.75,1.0,0.61,0.86,0.14,0.32,1.0,0.98,0.56,0.95,0.0,0.53,0.07
jsecurity.csv,0.02,0.12,0.04,0.17,0.24,0.48,0.11,0.13,0.57,0.09,0.28,0.05,0.32,0.42,0.21
matrex.csv,0.37,0.04,0.09,0.44,0.06,0.31,0.0,0.08,0.0,0.0,0.15,0.21,0.08,0.05,0.07
officefloor.csv,0.25,0.19,0.32,0.0,0.03,0.3,0.11,0.26,0.25,0.31,0.19,0.19,0.32,0.42,0.12
projectfactory.csv,0.46,0.01,0.17,0.06,0.04,0.27,0.25,0.08,0.0,0.05,0.09,0.42,0.08,0.37,0.29
taverna.csv,0.36,0.1,0.28,0.06,0.18,0.37,0.29,0.23,0.01,0.15,0.08,0.63,0.3,0.21,0.38
vxl.csv,0.31,0.8,0.36,0.11,0.45,0.36,0.18,0.51,0.98,0.7,0.85,0.42,0.32,0.89,0.67
