,vxl.csv,extprosys.csv,taverna.csv,abbot.csv,jsecurity.csv,jnode.csv,freelords.csv,officefloor.csv,aufs.csv,bulmages.csv,matrex.csv,projectfactory.csv,coot.csv,jruby.csv,emono.csv
abbot.csv,0.0,2.0,6.0,1.0,8.0,1.0,0.0,287.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0
aufs.csv,0.0,1.0,79.0,1.0,10.0,1.0,1.0,345.0,1.0,8.0,2.0,1.0,2.0,0.0,0.0
bulmages.csv,150.0,0.0,1.0,0.0,9.0,0.0,0.0,34.0,116.0,0.0,1.0,0.0,2.0,0.0,121.0
coot.csv,1.0,18.0,2.0,1.0,11.0,1.0,1.0,323.0,4.0,8.0,2.0,1.0,0.0,0.0,0.0
emono.csv,7.0,2.0,0.0,1.0,10.0,1.0,1.0,141.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0
extprosys.csv,0.0,0.0,2.0,1.0,9.0,0.0,1.0,7.0,0.0,9.0,1.0,1.0,2.0,0.0,0.0
freelords.csv,0.0,2.0,2.0,1.0,29.0,0.0,0.0,275.0,1.0,13.0,0.0,0.0,2.0,0.0,0.0
jnode.csv,12.0,9.0,0.0,0.0,0.0,1.0,2.0,90.0,116.0,3.0,147.0,0.0,0.0,0.0,0.0
jruby.csv,1.0,0.0,0.0,1.0,48.0,145.0,1.0,159.0,5.0,4.0,2.0,2.0,0.0,0.0,0.0
jsecurity.csv,0.0,5.0,2.0,0.0,2.0,50.0,0.0,52.0,29.0,2.0,0.0,1.0,1.0,0.0,0.0
matrex.csv,4.0,0.0,1.0,0.0,8.0,68.0,0.0,13.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0
officefloor.csv,0.0,0.0,1.0,0.0,2.0,31.0,1.0,4.0,1.0,13.0,0.0,0.0,0.0,2.0,1.0
projectfactory.csv,0.0,186.0,0.0,0.0,0.0,37.0,3.0,77.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0
taverna.csv,5.0,2.0,0.0,1.0,4.0,85.0,3.0,82.0,1.0,6.0,1.0,0.0,1.0,0.0,0.0
vxl.csv,2.0,0.0,2.0,0.0,18.0,24.0,0.0,30.0,5.0,0.0,0.0,1.0,3.0,0.0,0.0
