,vxl.csv,extprosys.csv,taverna.csv,abbot.csv,jsecurity.csv,jnode.csv,freelords.csv,officefloor.csv,aufs.csv,bulmages.csv,matrex.csv,projectfactory.csv,coot.csv,jruby.csv,emono.csv
abbot.csv,0.41,0.44,0.38,0.81,0.32,0.07,0.67,0.06,0.48,0.36,0.66,0.6,0.72,0.92,0.78
aufs.csv,0.34,0.27,0.0,0.64,0.08,0.03,0.7,0.04,0.55,0.25,0.56,0.63,0.23,0.63,0.21
bulmages.csv,0.0,0.26,0.16,0.78,0.19,0.06,0.16,0.01,0.0,0.44,0.72,0.05,0.72,0.13,0.0
coot.csv,0.05,0.24,0.38,0.84,0.23,0.06,0.62,0.03,0.23,0.33,0.58,0.53,0.77,0.68,0.58
emono.csv,0.37,0.4,0.5,0.7,0.23,0.07,0.73,0.05,0.48,0.37,0.65,0.63,0.65,0.83,0.69
extprosys.csv,0.39,0.54,0.5,0.34,0.28,0.07,0.78,0.09,0.1,0.27,0.54,0.53,0.35,0.75,0.59
freelords.csv,0.37,0.49,0.48,0.6,0.36,0.09,0.75,0.06,0.51,0.36,0.57,0.46,0.66,0.61,0.65
jnode.csv,0.22,0.06,0.12,0.33,0.1,0.24,0.07,0.07,0.0,0.26,0.0,0.05,0.61,0.06,0.05
jruby.csv,0.39,0.03,0.49,0.83,0.31,0.06,0.42,0.09,0.48,0.34,0.73,0.62,0.05,0.82,0.25
jsecurity.csv,0.19,0.32,0.07,0.16,0.48,0.1,0.24,0.05,0.22,0.19,0.38,0.09,0.65,0.43,0.52
matrex.csv,0.32,0.13,0.17,0.63,0.12,0.07,0.07,0.22,0.28,0.0,0.83,0.29,0.13,0.24,0.29
officefloor.csv,0.45,0.25,0.2,0.09,0.27,0.13,0.18,0.13,0.48,0.16,0.45,0.41,0.4,0.47,0.45
projectfactory.csv,0.37,0.0,0.2,0.09,0.24,0.09,0.31,0.08,0.24,0.08,0.07,0.59,0.05,0.43,0.49
taverna.csv,0.32,0.19,0.58,0.04,0.21,0.09,0.26,0.08,0.05,0.31,0.24,0.58,0.62,0.29,0.56
vxl.csv,0.36,0.44,0.26,0.3,0.37,0.12,0.54,0.08,0.49,0.29,0.66,0.48,0.35,0.89,0.7
