,graphmak.csv,pdfedit.csv,hazelcast.csv,betoffice.csv,tart.csv,jrdf.csv,elvishrayrenderer.csv
betoffice.csv,0.24,0.11,0.26,0.97,0.0,0.31,0.11
elvishrayrenderer.csv,0.63,0.62,0.58,0.28,0.59,0.65,0.95
graphmak.csv,1.0,0.22,0.26,0.05,0.62,0.09,0.18
hazelcast.csv,0.43,0.51,0.98,0.37,0.61,0.52,0.54
jrdf.csv,0.32,0.44,0.48,0.11,0.23,1.0,0.52
pdfedit.csv,0.47,0.98,0.55,0.26,0.71,0.43,0.59
tart.csv,0.0,0.0,0.11,0.42,0.83,0.16,0.07
