,cleartk.csv,intact.csv,miranda-icq.csv,roolo.csv,ofbiz.csv
cleartk.csv,0.18,0.52,0.61,0.72,0.73
intact.csv,0.5,0.45,0.98,0.7,0.53
miranda-icq.csv,0.59,0.61,0.47,0.66,0.77
ofbiz.csv,0.73,0.77,0.92,0.7,0.43
roolo.csv,0.79,0.81,0.74,0.39,0.78
