,cleartk.csv,intact.csv,miranda-icq.csv,roolo.csv,ofbiz.csv
cleartk.csv,0.07,0.37,0.52,0.7,0.59
intact.csv,0.43,0.3,0.02,0.35,0.44
miranda-icq.csv,0.5,0.3,0.27,0.27,0.75
ofbiz.csv,0.5,0.7,0.91,0.27,0.36
roolo.csv,0.71,0.78,0.69,0.24,0.72
