,cleartk.csv,intact.csv,miranda-icq.csv,roolo.csv,ofbiz.csv
cleartk.csv,0.91,0.5,0.42,0.54,0.62
intact.csv,0.83,0.56,0.04,0.39,0.74
miranda-icq.csv,0.78,0.42,0.51,0.42,0.75
ofbiz.csv,0.61,0.4,0.41,0.38,0.79
roolo.csv,0.75,0.42,0.39,0.65,0.68
