,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,wxjs.csv,ffigo.csv,wikipediardware.csv
empserver.csv,0.29,0.64,0.9,0.19,0.27,0.82,0.66,0.07
enlightenment.csv,1.0,1.0,1.0,0.3,1.0,1.0,1.0,1.0
ffigo.csv,0.35,0.18,0.27,0.0,0.0,0.11,0.39,0.14
ildjit.csv,0.2,0.12,0.23,0.17,0.09,0.23,0.09,0.14
jfreereport.csv,0.05,0.23,0.19,0.12,0.12,0.08,0.11,0.07
psycle.csv,0.3,0.68,0.86,0.59,0.61,0.73,0.5,0.14
wikipediardware.csv,0.37,0.78,0.99,0.7,0.91,0.87,0.84,0.21
wxjs.csv,0.03,0.0,0.14,0.0,0.0,0.19,0.0,0.07
