,olsrd.csv,reaper-ecad.csv,rtb-team.csv,autofac.csv,sidekar.csv,fluidium.csv,jsr308-langtools.csv,illumination.csv,buddata-ebxml-registry.csv
autofac.csv,0.44,0.6,0.53,0.54,0.45,0.58,0.37,0.52,0.51
buddata-ebxml-registry.csv,0.44,0.53,0.39,0.34,0.46,0.45,0.42,0.34,0.34
fluidium.csv,0.91,0.88,0.88,0.92,0.67,0.67,0.75,0.9,0.92
illumination.csv,0.5,0.94,0.8,0.76,0.75,0.91,0.75,0.93,0.75
jsr308-langtools.csv,0.29,0.5,0.7,0.89,0.44,0.44,0.37,0.38,0.63
olsrd.csv,0.38,0.42,0.37,0.4,0.4,0.4,0.44,0.39,0.39
reaper-ecad.csv,0.74,0.96,0.67,0.51,0.68,0.77,0.86,0.59,0.46
rtb-team.csv,0.65,0.78,0.67,0.88,0.76,0.83,0.62,0.67,0.55
sidekar.csv,0.91,0.61,0.83,0.86,0.5,0.89,0.41,0.52,0.62
