,empyrean.csv,amanda.csv,nutz.csv,bdbbasic.csv,gnome-jabber.csv
amanda.csv,0.29,0.17,0.47,0.67,0.0
bdbbasic.csv,0.47,0.67,0.4,0.22,0.0
empyrean.csv,0.24,0.0,0.0,0.0,0.0
gnome-jabber.csv,0.47,0.53,0.32,0.8,0.2
nutz.csv,0.45,0.73,0.18,0.82,0.8
