,empyrean.csv,amanda.csv,nutz.csv,bdbbasic.csv,gnome-jabber.csv
amanda.csv,0.51,0.69,0.44,0.74,0.03
bdbbasic.csv,0.35,0.85,0.55,0.63,0.2
empyrean.csv,0.71,0.0,0.0,0.0,0.0
gnome-jabber.csv,0.68,0.65,0.54,0.95,0.61
nutz.csv,0.49,0.52,0.72,0.42,0.82
