,empyrean.csv,amanda.csv,nutz.csv,bdbbasic.csv,gnome-jabber.csv
amanda.csv,0.76,0.78,0.25,0.3,1.0
bdbbasic.csv,0.57,0.52,0.32,0.52,1.0
empyrean.csv,0.84,0.0,0.0,0.0,0.0
gnome-jabber.csv,0.72,0.52,0.37,0.32,0.98
nutz.csv,0.67,0.38,0.58,0.17,0.95
