,kmatplot.csv,raygina.csv,mob-sen-plat.csv,applet2app.csv,upp-mirror.csv,cities3d.csv,pidgin.csv,mscore.csv,wishmaster.csv,riff-evolve.csv,lphant.csv,autowikibrowser.csv,quickfast.csv,libarchive.csv
applet2app.csv,0.31,0.34,0.61,0.98,0.61,0.09,0.72,0.58,0.21,0.73,0.4,0.45,0.55,0.42
autowikibrowser.csv,0.35,0.47,0.83,0.52,0.71,0.14,0.82,0.83,0.23,0.58,0.76,0.98,0.88,0.64
cities3d.csv,0.19,1.0,0.2,0.31,0.62,1.0,0.88,0.73,0.12,0.47,0.46,0.29,0.7,0.83
kmatplot.csv,0.97,0.5,0.5,0.46,0.59,0.17,0.85,0.83,0.17,0.54,0.4,0.8,0.83,0.55
libarchive.csv,0.27,0.5,0.64,0.47,0.79,0.14,0.81,0.7,0.25,0.66,0.57,0.65,0.77,0.98
lphant.csv,0.25,0.47,0.45,0.44,0.73,0.13,0.75,0.67,0.19,0.54,0.96,0.53,0.65,0.52
mob-sen-plat.csv,0.12,0.28,0.97,0.33,0.49,0.04,0.73,0.58,0.14,0.44,0.32,0.43,0.6,0.42
mscore.csv,0.19,0.48,0.88,0.45,0.68,0.26,0.83,1.0,0.2,0.56,0.46,0.55,0.61,0.63
pidgin.csv,0.23,0.45,0.67,0.4,0.73,0.1,0.98,0.71,0.23,0.57,0.39,0.45,0.7,0.49
quickfast.csv,0.25,0.46,0.36,0.48,0.66,0.1,0.75,0.64,0.21,0.63,0.54,0.62,0.98,0.46
raygina.csv,0.25,1.0,0.5,0.45,0.62,0.17,0.78,0.74,0.14,0.53,0.48,0.69,0.41,0.47
riff-evolve.csv,0.32,0.55,0.62,0.46,0.67,0.11,0.81,0.76,0.17,0.98,0.67,0.63,0.72,0.57
upp-mirror.csv,0.19,0.5,0.53,0.44,0.98,0.1,0.74,0.65,0.16,0.57,0.57,0.53,0.59,0.52
wishmaster.csv,0.18,0.29,0.62,0.29,0.76,0.1,0.0,0.7,1.0,0.44,0.5,0.6,0.43,0.0
