,kmatplot.csv,raygina.csv,mob-sen-plat.csv,applet2app.csv,upp-mirror.csv,cities3d.csv,pidgin.csv,mscore.csv,wishmaster.csv,riff-evolve.csv,lphant.csv,autowikibrowser.csv,quickfast.csv,libarchive.csv
applet2app.csv,0.55,0.94,1.0,0.07,0.89,0.88,0.87,0.96,0.87,0.68,0.78,0.87,0.94,0.84
autowikibrowser.csv,0.46,0.55,0.85,0.54,0.54,0.5,0.51,0.48,0.64,0.67,0.43,0.05,0.42,0.56
cities3d.csv,0.74,0.92,0.99,0.81,0.7,0.14,0.79,0.75,0.94,0.74,0.76,0.9,0.86,0.8
kmatplot.csv,0.04,0.77,0.87,0.73,0.74,0.77,0.69,0.81,0.87,0.79,0.84,0.73,0.89,0.68
libarchive.csv,0.54,0.51,0.81,0.58,0.45,0.51,0.51,0.56,0.57,0.54,0.51,0.4,0.43,0.04
lphant.csv,0.56,0.56,0.9,0.58,0.53,0.58,0.66,0.59,0.78,0.64,0.03,0.59,0.63,0.57
mob-sen-plat.csv,0.87,0.85,0.05,0.75,0.86,0.93,0.69,0.73,0.82,0.78,0.83,0.73,0.71,0.71
mscore.csv,0.7,0.56,0.39,0.56,0.64,0.37,0.48,0.01,0.69,0.61,0.62,0.6,0.7,0.51
pidgin.csv,0.67,0.59,0.7,0.68,0.52,0.74,0.05,0.52,0.63,0.63,0.81,0.72,0.53,0.61
quickfast.csv,0.62,0.57,0.95,0.64,0.63,0.68,0.68,0.66,0.67,0.68,0.53,0.46,0.03,0.66
raygina.csv,0.58,0.04,0.94,0.66,0.79,0.45,0.58,0.55,0.82,0.73,0.6,0.57,0.94,0.65
riff-evolve.csv,0.44,0.45,0.86,0.57,0.62,0.59,0.51,0.56,0.75,0.06,0.57,0.45,0.51,0.49
upp-mirror.csv,0.69,0.57,0.83,0.59,0.03,0.65,0.67,0.65,0.79,0.6,0.53,0.59,0.72,0.6
wishmaster.csv,0.82,0.87,0.86,0.84,0.76,0.69,1.0,0.75,0.07,0.89,0.91,0.68,0.94,1.0
