,nh3d.csv,jvcl.csv,opentibia.csv,jmri.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,magicwars.csv,bochs.csv,haphazard.csv,ipfire-wall.csv,m-a-d-n-e-s-s.csv,all-plasm.csv,galaxium.csv,smartgwt.csv,tweetsharp.csv,gisgraphy.csv
all-plasm.csv,0.06,0.14,0.8,0.52,0.76,0.13,0.37,0.5,0.54,0.22,0.39,0.37,0.98,0.38,0.35,0.79,0.54
blogentis.csv,0.02,0.2,0.72,0.59,0.69,0.06,0.96,0.31,0.52,0.18,0.27,0.35,0.55,0.37,0.51,0.53,0.55
bochs.csv,0.02,0.19,0.88,0.55,0.83,0.12,0.4,0.46,0.98,0.26,0.49,0.43,0.59,0.34,0.23,0.84,0.49
galaxium.csv,0.0,0.18,0.18,0.33,0.04,0.2,0.31,0.4,0.06,0.25,0.0,0.23,0.51,0.97,0.6,0.2,0.13
gisgraphy.csv,0.0,0.25,0.56,0.43,0.51,0.13,0.26,0.43,0.4,0.09,0.32,0.36,0.47,0.24,0.26,0.54,0.95
haphazard.csv,0.04,0.09,0.61,0.2,0.63,0.11,0.07,0.21,0.33,1.0,0.23,0.2,0.21,0.28,0.23,0.62,0.45
ipfire-wall.csv,0.01,0.13,0.41,0.38,0.54,0.28,0.41,0.32,0.4,0.24,1.0,0.36,0.29,0.4,0.49,0.29,0.2
jmri.csv,0.03,0.19,0.63,0.98,0.4,0.15,0.25,0.36,0.44,0.25,0.38,0.38,0.48,0.46,0.44,0.78,0.36
jvcl.csv,0.0,1.0,0.0,0.43,0.0,0.03,0.24,0.28,0.02,0.33,0.0,0.0,0.5,0.0,0.39,0.0,0.48
kaffeine.csv,0.01,0.18,0.89,0.59,0.99,0.12,0.43,0.48,0.62,0.31,0.45,0.47,0.58,0.49,0.4,0.85,0.47
m-a-d-n-e-s-s.csv,0.0,0.18,0.43,0.59,0.28,0.14,0.35,0.43,0.3,0.26,0.44,0.98,0.61,0.36,0.43,0.69,0.58
magicwars.csv,0.02,0.2,0.92,0.63,0.9,0.14,0.43,0.97,0.55,0.33,0.47,0.41,0.57,0.46,0.61,0.8,0.41
nh3d.csv,1.0,0.0,0.21,0.03,0.22,0.0,0.07,0.08,0.1,0.0,0.26,0.15,0.17,0.11,0.28,0.09,0.0
opentibia.csv,0.05,0.2,1.0,0.39,0.88,0.13,0.43,0.53,0.59,0.26,0.49,0.41,0.5,0.37,0.51,0.48,0.21
sarasvati.csv,0.0,0.22,0.57,0.13,0.43,0.9,0.0,0.28,0.16,0.0,0.26,0.23,0.09,0.24,0.02,0.21,0.0
smartgwt.csv,0.0,0.18,0.62,0.56,0.64,0.18,0.31,0.36,0.57,0.24,0.44,0.43,0.43,0.44,0.99,0.73,0.54
tweetsharp.csv,0.86,0.2,0.6,0.58,0.72,0.15,0.34,0.45,0.58,0.1,0.44,0.37,0.58,0.37,0.4,0.99,0.33
