,nh3d.csv,jvcl.csv,opentibia.csv,jmri.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,magicwars.csv,bochs.csv,haphazard.csv,ipfire-wall.csv,m-a-d-n-e-s-s.csv,all-plasm.csv,galaxium.csv,smartgwt.csv,tweetsharp.csv,gisgraphy.csv
all-plasm.csv,57.0,4.0,0.0,18.0,0.0,23.0,15.0,3.0,0.0,0.0,7.0,4.0,0.0,7.0,2.0,0.0,2.0
blogentis.csv,0.0,21.0,0.0,18.0,1.0,19.0,0.0,0.0,0.0,0.0,3.0,12.0,1.0,15.0,7.0,0.0,1.0
bochs.csv,0.0,10.0,0.0,17.0,0.0,38.0,12.0,3.0,0.0,0.0,8.0,4.0,1.0,7.0,2.0,0.0,1.0
galaxium.csv,355.0,31.0,0.0,6.0,0.0,25.0,10.0,1.0,2.0,0.0,54.0,6.0,1.0,0.0,2.0,0.0,2.0
gisgraphy.csv,355.0,9.0,0.0,18.0,1.0,18.0,3.0,2.0,0.0,6.0,5.0,10.0,0.0,2.0,11.0,0.0,0.0
haphazard.csv,0.0,21.0,0.0,0.0,0.0,26.0,0.0,2.0,0.0,0.0,10.0,2.0,1.0,5.0,1.0,0.0,0.0
ipfire-wall.csv,37.0,16.0,1.0,15.0,0.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,10.0
jmri.csv,0.0,6.0,1.0,0.0,2.0,39.0,4.0,2.0,0.0,2.0,5.0,1.0,0.0,4.0,0.0,0.0,1.0
jvcl.csv,355.0,0.0,94.0,18.0,59.0,8.0,14.0,1.0,0.0,0.0,54.0,84.0,1.0,121.0,1.0,56.0,1.0
kaffeine.csv,236.0,10.0,0.0,7.0,0.0,24.0,11.0,3.0,0.0,0.0,6.0,4.0,1.0,5.0,118.0,0.0,1.0
m-a-d-n-e-s-s.csv,355.0,15.0,0.0,16.0,0.0,19.0,3.0,2.0,0.0,0.0,12.0,0.0,0.0,3.0,1.0,0.0,1.0
magicwars.csv,0.0,8.0,0.0,17.0,0.0,13.0,14.0,0.0,0.0,0.0,8.0,3.0,1.0,7.0,8.0,0.0,3.0
nh3d.csv,0.0,158.0,0.0,3.0,0.0,169.0,2.0,0.0,3.0,64.0,1.0,0.0,0.0,1.0,7.0,0.0,69.0
opentibia.csv,0.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,6.0,6.0,4.0,2.0,4.0,2.0,0.0,4.0
sarasvati.csv,355.0,8.0,0.0,16.0,0.0,0.0,92.0,3.0,4.0,64.0,11.0,2.0,0.0,7.0,0.0,0.0,69.0
smartgwt.csv,355.0,6.0,0.0,17.0,0.0,3.0,2.0,2.0,0.0,0.0,8.0,5.0,1.0,4.0,0.0,0.0,3.0
tweetsharp.csv,0.0,3.0,0.0,1.0,1.0,18.0,3.0,1.0,1.0,11.0,5.0,2.0,1.0,9.0,2.0,0.0,0.0
