,nh3d.csv,jvcl.csv,opentibia.csv,jmri.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,magicwars.csv,bochs.csv,haphazard.csv,ipfire-wall.csv,m-a-d-n-e-s-s.csv,all-plasm.csv,galaxium.csv,smartgwt.csv,tweetsharp.csv,gisgraphy.csv
all-plasm.csv,0.99,0.54,0.54,0.66,0.55,0.54,0.59,0.56,0.78,0.64,0.5,0.67,0.59,0.53,0.63,0.52,0.67
blogentis.csv,0.75,0.54,0.4,0.5,0.47,0.95,0.73,0.97,0.69,0.55,0.5,0.59,0.48,0.63,0.53,0.42,0.39
bochs.csv,0.53,0.36,0.47,0.47,0.47,0.44,0.39,0.37,0.68,0.41,0.36,0.45,0.45,0.51,0.66,0.43,0.45
galaxium.csv,0.94,0.41,0.88,0.8,0.0,0.78,0.86,0.98,0.83,0.48,0.67,0.9,0.57,0.64,0.67,0.86,0.89
gisgraphy.csv,0.88,0.57,0.74,0.77,0.71,0.52,0.91,0.4,0.9,0.89,0.5,0.85,0.71,0.94,0.98,0.76,0.75
haphazard.csv,0.97,0.97,0.76,0.99,0.62,0.82,0.8,0.98,0.78,0.92,0.68,0.75,0.71,0.73,0.92,0.66,0.56
ipfire-wall.csv,0.64,0.63,0.62,0.65,0.64,0.94,0.64,0.86,0.58,0.37,0.56,0.6,0.86,0.62,0.53,0.92,0.48
jmri.csv,0.98,0.34,0.63,0.59,0.81,0.64,0.81,0.61,0.75,0.56,0.49,0.73,0.75,0.55,0.89,0.45,0.73
jvcl.csv,0.0,0.94,0.0,0.76,0.0,0.96,0.74,0.99,0.0,0.94,0.0,0.0,0.87,0.0,0.58,0.0,0.79
kaffeine.csv,0.48,0.31,0.42,0.39,0.4,0.48,0.4,0.35,0.56,0.36,0.37,0.38,0.31,0.39,0.51,0.39,0.33
m-a-d-n-e-s-s.csv,0.95,0.41,0.54,0.62,0.88,0.54,0.55,0.52,0.85,0.64,0.41,0.62,0.48,0.84,0.68,0.52,0.51
magicwars.csv,0.51,0.31,0.45,0.4,0.4,0.45,0.39,0.69,0.57,0.4,0.37,0.44,0.31,0.38,0.38,0.42,0.33
nh3d.csv,0.75,0.75,0.91,0.86,0.83,0.5,0.67,0.86,0.88,0.0,0.8,0.5,0.5,0.67,0.96,0.5,0.5
opentibia.csv,0.85,0.31,0.43,0.61,0.41,0.66,0.44,0.99,0.58,0.45,0.37,0.42,0.42,0.6,0.33,0.56,0.54
sarasvati.csv,0.5,0.67,0.77,0.97,0.85,0.89,0.0,0.97,0.95,0.75,0.8,0.7,0.0,0.78,0.0,0.83,0.0
smartgwt.csv,0.92,0.34,0.55,0.59,0.55,0.97,0.88,0.42,0.62,0.75,0.44,0.69,0.57,0.59,0.57,0.49,0.57
tweetsharp.csv,0.67,0.38,0.68,0.47,0.48,0.49,0.42,0.36,0.55,0.57,0.38,0.58,0.76,0.57,0.68,0.44,0.93
