,foursquared.csv,repositorium.csv,xbg.csv,simplewebservices.csv
foursquared.csv,1.0,0.0,0.25,0.38
repositorium.csv,0.35,0.95,0.22,0.51
simplewebservices.csv,0.28,0.14,0.3,0.99
xbg.csv,0.07,0.0,1.0,0.19
