,foursquared.csv,repositorium.csv,xbg.csv,simplewebservices.csv
foursquared.csv,0.0,0.02,0.11,0.19
repositorium.csv,0.41,0.0,0.58,0.86
simplewebservices.csv,0.54,0.19,0.16,0.01
xbg.csv,0.04,0.0,0.0,0.09
