,foursquared.csv,repositorium.csv,xbg.csv,simplewebservices.csv
foursquared.csv,0.58,0.5,0.88,0.7
repositorium.csv,0.54,0.9,0.57,0.42
simplewebservices.csv,0.55,0.83,0.75,0.57
xbg.csv,0.67,0.0,0.88,0.96
