,foursquared.csv,repositorium.csv,xbg.csv,simplewebservices.csv
foursquared.csv,1.0,0.0,0.29,0.34
repositorium.csv,0.41,0.93,0.57,0.4
simplewebservices.csv,0.35,0.21,0.43,0.99
xbg.csv,0.05,0.0,1.0,0.15
