,foursquared.csv,repositorium.csv,xbg.csv,simplewebservices.csv
foursquared.csv,0.0,1.0,0.76,0.73
repositorium.csv,0.75,0.09,0.69,0.89
simplewebservices.csv,0.86,0.84,0.65,0.01
xbg.csv,0.96,1.0,0.0,0.88
