,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv,customsagetv.csv
checker-framework.csv,0.46,0.55,0.31,0.3,0.39,0.26,0.72,0.62,0.58,0.33,0.47,0.73,0.69,0.57,0.69,0.71
customsagetv.csv,0.42,0.32,0.0,0.52,0.4,0.14,0.51,0.0,0.25,0.35,0.37,0.31,0.59,0.22,0.27,0.89
fluidium.csv,0.07,0.07,0.0,0.21,0.0,0.26,0.0,0.08,0.0,0.0,0.0,0.0,0.09,0.65,0.03,0.11
guineu.csv,0.55,0.54,0.13,0.17,0.3,0.22,0.44,0.51,0.29,0.28,0.43,0.76,0.6,0.59,0.59,0.83
inkscape.csv,0.44,0.59,0.88,0.3,0.2,0.15,0.73,0.48,0.29,0.4,0.29,0.86,0.64,0.59,0.78,0.72
mpqc.csv,0.22,0.14,0.0,0.0,0.12,0.4,0.33,0.39,0.15,0.18,0.68,0.41,0.18,0.44,0.3,0.57
nsis.csv,0.36,0.4,0.76,0.18,0.2,0.28,0.62,0.35,0.29,0.35,0.81,0.81,0.56,0.2,0.64,0.72
octave.csv,0.38,0.48,0.17,0.24,0.38,0.19,0.49,0.35,0.11,0.33,0.34,0.58,0.16,0.45,0.41,0.09
owfs.csv,0.45,0.56,0.65,0.38,0.35,0.12,0.77,0.56,0.43,0.43,0.7,0.74,0.7,0.46,0.73,0.57
owlib.csv,0.51,0.65,0.67,0.35,0.37,0.13,0.61,0.6,0.47,0.42,0.6,0.52,0.7,0.39,0.53,0.65
pamguard.csv,0.37,0.44,0.66,0.37,0.38,0.23,0.63,0.57,0.43,0.31,0.34,0.66,0.61,0.17,0.71,0.19
prelude.csv,0.46,0.57,0.87,0.31,0.31,0.21,0.74,0.63,0.35,0.44,0.72,0.87,0.66,0.55,0.75,0.73
robocode.csv,0.57,0.54,0.0,0.41,0.35,0.2,0.77,0.69,0.37,0.47,0.52,0.48,0.63,0.51,0.56,0.61
uwom-server.csv,0.24,0.37,0.05,0.16,0.37,0.19,0.56,0.4,0.39,0.45,0.43,0.66,0.18,0.44,0.36,0.46
zengine.csv,0.47,0.55,0.84,0.25,0.3,0.29,0.72,0.62,0.31,0.4,0.96,0.91,0.68,0.29,0.77,0.71
zildo.csv,0.53,0.58,0.74,0.28,0.34,0.17,0.59,0.47,0.43,0.34,0.35,0.69,0.71,0.34,0.67,0.8
