,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,scenemonitor.csv,pustefix.csv,pamguard.csv,customsagetv.csv,clamav.csv,papertoolkit.csv,gss.csv,tango-cs.csv
checker-framework.csv,0.9,0.76,0.7,0.52,0.95,0.57,0.95,0.62,0.0,0.84,0.96,0.82,0.95,0.75,0.74,0.94,1.0,1.02,0.64,0.68
clamav.csv,0.62,0.57,0.83,0.79,0.75,0.78,0.45,0.63,0.65,0.54,0.89,0.62,0.64,0.61,0.79,0.91,0.0,0.47,0.54,0.58
customsagetv.csv,0.89,0.96,0.79,0.75,0.91,1.0,0.84,1.0,0.63,0.89,1.01,0.95,1.0,0.91,0.69,0.02,1.0,0.67,0.77,0.87
gss.csv,0.81,0.79,1.0,0.83,0.61,0.96,0.8,0.64,0.54,0.88,0.89,0.49,0.59,0.89,0.84,1.03,1.0,0.51,0.0,0.7
guineu.csv,0.05,0.74,0.98,0.73,0.95,1.0,0.89,0.7,0.64,0.97,0.95,0.97,0.95,0.87,0.89,0.98,0.9,1.0,0.81,0.59
inkscape.csv,0.85,0.71,0.81,0.85,0.84,0.84,0.06,0.92,0.85,0.65,0.89,1.02,0.86,0.87,0.93,0.99,0.87,0.67,0.92,0.96
mpqc.csv,0.82,0.83,0.75,0.91,0.93,0.05,0.83,0.81,0.97,0.79,0.9,0.95,0.94,0.82,0.81,0.75,0.75,0.93,0.96,0.7
nsis.csv,0.79,0.95,1.0,0.83,0.99,0.95,0.98,0.72,0.85,0.93,0.01,1.0,0.64,0.89,0.87,0.77,1.0,0.63,0.51,0.82
octave.csv,0.84,0.73,0.48,0.55,0.09,0.92,0.69,0.82,0.88,0.69,0.87,0.83,0.53,0.59,0.94,0.68,0.73,0.82,0.91,0.93
owfs.csv,0.58,0.83,0.74,0.09,0.71,0.96,0.95,0.65,0.48,0.79,0.84,0.88,0.75,0.79,0.78,0.88,0.95,1.01,0.87,0.63
owlib.csv,0.48,0.02,1.0,0.9,0.63,0.74,0.69,0.77,0.78,0.69,0.55,0.73,0.55,0.81,0.62,0.72,0.94,1.04,0.55,0.67
pamguard.csv,0.72,0.76,1.0,0.91,0.82,0.78,0.84,0.91,0.54,0.67,0.66,0.64,0.9,0.66,0.03,0.7,0.8,0.93,0.87,0.7
papertoolkit.csv,1.0,0.93,1.0,1.0,0.96,1.01,0.89,1.0,1.0,0.96,0.97,0.97,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
prelude.csv,1.0,0.94,0.09,0.88,0.97,0.86,0.75,0.97,0.75,0.88,0.76,0.6,0.97,0.88,0.91,0.96,0.95,0.92,0.96,0.88
pustefix.csv,0.74,0.86,0.81,0.84,0.96,0.96,0.97,0.7,0.87,0.96,0.96,0.79,0.84,0.0,0.74,0.34,0.76,1.06,0.89,0.73
robocode.csv,0.61,0.8,0.95,0.52,0.88,0.95,0.87,0.0,0.5,0.72,0.94,0.89,0.71,0.68,0.67,0.94,0.96,0.79,0.81,0.8
scenemonitor.csv,0.59,0.72,0.7,0.83,0.65,0.88,0.68,0.8,0.9,0.62,0.79,0.74,0.05,0.7,0.81,0.47,0.71,0.43,0.64,0.74
tango-cs.csv,0.85,0.77,1.01,0.57,0.97,0.4,0.93,0.62,0.6,0.75,0.8,1.0,0.63,0.66,0.74,0.9,0.82,1.01,0.7,0.02
uwom-server.csv,0.66,0.92,0.86,0.83,0.91,0.8,0.82,0.86,0.94,0.04,1.02,0.79,0.85,0.67,0.74,0.63,0.72,0.94,0.82,0.73
zengine.csv,0.95,0.93,0.91,0.98,0.64,0.96,0.82,0.73,0.41,0.84,0.7,0.0,0.56,0.88,0.91,0.65,0.56,0.65,0.81,0.79
