,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,scenemonitor.csv,pustefix.csv,pamguard.csv,customsagetv.csv,clamav.csv,papertoolkit.csv,gss.csv,tango-cs.csv
checker-framework.csv,0.14,0.32,0.4,0.64,0.06,0.57,0.09,0.47,1.0,0.21,0.1,0.32,0.06,0.3,0.45,0.1,0.0,0.0,0.5,0.44
clamav.csv,0.57,0.58,0.22,0.44,0.31,0.45,0.71,0.47,0.42,0.65,0.25,0.5,0.6,0.47,0.28,0.29,1.0,0.67,0.54,0.65
customsagetv.csv,0.15,0.05,0.25,0.31,0.11,0.0,0.19,0.0,0.43,0.13,0.0,0.06,0.0,0.11,0.38,0.98,0.0,0.38,0.27,0.19
gss.csv,0.53,0.55,0.0,0.49,0.73,0.27,0.54,0.6,0.62,0.4,0.42,0.7,0.49,0.38,0.48,0.19,0.0,0.66,1.0,0.52
guineu.csv,0.96,0.32,0.02,0.31,0.06,0.0,0.15,0.35,0.43,0.05,0.06,0.04,0.06,0.16,0.15,0.02,0.12,0.0,0.24,0.59
inkscape.csv,0.18,0.41,0.23,0.37,0.38,0.33,0.99,0.11,0.18,0.48,0.25,0.13,0.18,0.16,0.09,0.02,0.18,0.38,0.12,0.05
mpqc.csv,0.27,0.28,0.42,0.11,0.11,0.96,0.25,0.5,0.37,0.39,0.24,0.1,0.35,0.26,0.24,0.62,0.58,0.33,0.31,0.55
nsis.csv,0.5,0.21,0.0,0.49,0.05,0.26,0.13,0.54,0.46,0.27,0.99,0.0,0.58,0.37,0.43,0.57,0.0,0.75,0.71,0.3
octave.csv,0.49,0.57,0.58,0.72,0.93,0.18,0.46,0.51,0.41,0.44,0.2,0.25,0.61,0.58,0.31,0.68,0.34,0.5,0.4,0.27
owfs.csv,0.5,0.2,0.31,0.93,0.36,0.06,0.09,0.46,0.64,0.27,0.2,0.19,0.29,0.26,0.28,0.16,0.06,0.0,0.16,0.51
owlib.csv,0.65,0.98,0.0,0.36,0.62,0.46,0.49,0.47,0.4,0.49,0.63,0.48,0.54,0.33,0.5,0.47,0.34,0.0,0.52,0.56
pamguard.csv,0.56,0.51,0.0,0.38,0.41,0.42,0.33,0.41,0.66,0.53,0.39,0.42,0.36,0.55,0.98,0.59,0.51,0.33,0.44,0.61
papertoolkit.csv,0.0,0.09,0.0,0.0,0.06,0.0,0.15,0.0,0.0,0.05,0.04,0.04,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
prelude.csv,0.0,0.27,0.97,0.4,0.13,0.44,0.6,0.17,0.56,0.42,0.56,0.72,0.23,0.41,0.33,0.21,0.24,0.3,0.2,0.43
pustefix.csv,0.31,0.18,0.23,0.21,0.06,0.06,0.06,0.39,0.42,0.06,0.1,0.25,0.28,1.0,0.33,0.75,0.34,0.0,0.23,0.59
robocode.csv,0.55,0.24,0.06,0.64,0.17,0.06,0.17,1.0,0.58,0.34,0.09,0.13,0.39,0.39,0.41,0.15,0.06,0.36,0.24,0.41
scenemonitor.csv,0.6,0.45,0.36,0.21,0.55,0.32,0.55,0.43,0.43,0.52,0.45,0.31,0.96,0.42,0.48,0.66,0.39,0.87,0.52,0.44
tango-cs.csv,0.18,0.29,0.23,0.5,0.06,0.68,0.11,0.47,0.6,0.33,0.36,0.32,0.48,0.4,0.33,0.18,0.37,0.0,0.41,0.98
uwom-server.csv,0.46,0.11,0.17,0.21,0.17,0.38,0.23,0.45,0.39,0.97,0.08,0.25,0.47,0.43,0.35,0.62,0.34,0.33,0.48,0.58
zengine.csv,0.21,0.29,0.33,0.09,0.55,0.21,0.52,0.59,0.75,0.48,0.55,1.0,0.68,0.41,0.32,0.66,0.68,0.73,0.52,0.55
