,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv,chrysalis.csv
benojt.csv,0.85,1.0,1.0,0.0,0.97,0.96,0.98
chrysalis.csv,0.21,0.2,0.93,0.0,0.47,0.87,0.25
jahshaka.csv,0.23,0.22,0.59,0.0,0.61,0.65,0.63
jam-daq.csv,0.41,0.04,0.11,0.0,0.15,0.31,0.01
jatlas.csv,0.83,0.47,0.7,0.33,0.16,0.52,0.12
jedit.csv,0.2,0.63,0.61,1.0,0.94,0.98,0.86
open-media-library.csv,0.72,0.14,0.28,0.67,0.48,0.61,0.1
