,adaptagrams.csv,go.csv,bibedt.csv,moving-pictures.csv,libmesh.csv,glelite.csv,fulguro.csv
adaptagrams.csv,0.38,0.95,0.86,0.61,0.86,0.9,0.67
bibedt.csv,0.53,0.68,0.9,0.54,0.74,0.69,0.48
fulguro.csv,0.53,0.93,0.8,0.5,0.89,0.91,0.9
glelite.csv,0.32,0.4,0.39,0.29,0.49,0.5,0.41
go.csv,0.31,0.45,0.41,0.41,0.48,0.57,0.55
libmesh.csv,0.0,0.0,0.0,0.92,0.85,0.67,0.75
moving-pictures.csv,0.38,0.49,0.38,0.5,0.54,0.6,0.45
