,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,dataobjectsdotnet.csv,loki-lib.csv,gnome-jabber.csv
avifile.csv,0.99,0.0,0.88,1.05,0.93,0.65,0.99,0.95,0.97,0.95,1.0,1.0,0.9,0.78,1.0,0.88,0.94,0.77,0.91,1.0
baadengine.csv,0.03,0.89,1.02,0.62,0.84,0.63,0.99,0.74,0.97,0.75,0.59,0.98,0.84,0.76,0.66,0.9,0.7,0.69,0.55,1.0
bibedt.csv,0.66,0.84,1.22,0.24,0.52,0.65,0.5,0.61,0.63,0.7,0.44,1.04,0.1,0.55,0.6,0.8,0.7,0.67,0.68,0.84
cascading.csv,0.85,1.02,1.04,0.24,0.63,0.73,0.8,0.64,0.61,0.46,0.55,0.61,0.63,0.69,0.46,0.82,0.06,0.68,0.86,0.92
dataobjectsdotnet.csv,0.85,1.03,1.11,0.38,0.82,0.9,0.8,0.71,0.75,0.84,0.58,1.08,0.83,0.8,0.44,0.67,0.77,0.04,0.81,0.91
gnome-jabber.csv,0.8,0.87,1.0,0.79,0.76,0.73,0.98,0.86,0.93,0.98,0.85,1.08,0.95,1.0,0.97,0.94,0.85,0.83,0.83,0.4
gogoego.csv,0.62,1.01,0.92,1.02,0.78,0.77,0.59,0.11,0.78,0.62,0.68,1.04,0.84,0.58,0.56,0.93,0.75,0.75,0.93,0.85
httpcontentparser.csv,0.69,1.0,0.94,1.0,0.9,0.81,0.97,0.94,0.94,0.94,0.15,1.0,0.91,0.87,0.89,0.92,0.95,0.72,0.87,0.65
impala.csv,0.61,0.74,0.66,0.75,0.79,0.67,0.78,0.75,0.77,0.88,0.83,0.8,0.97,0.85,0.85,0.01,0.96,0.75,0.82,0.84
jaxlib.csv,1.0,1.0,0.99,1.0,0.9,0.92,0.83,0.98,1.0,1.0,0.61,0.0,1.0,0.74,1.0,1.0,0.99,0.92,0.9,0.96
jgameai.csv,0.79,0.82,1.1,1.15,0.89,0.04,1.0,0.8,0.9,0.93,0.82,0.51,0.75,0.94,0.85,0.89,0.75,0.56,0.97,0.69
jhotdraw.csv,0.78,1.0,1.0,1.0,0.88,0.96,0.97,0.87,0.02,0.9,0.9,1.0,0.93,0.85,0.86,1.0,0.93,0.72,0.92,0.69
loki-lib.csv,0.61,1.1,0.88,0.39,0.44,0.78,0.66,0.51,0.74,0.55,0.66,0.71,0.65,0.74,0.54,0.76,0.65,0.64,0.14,0.62
patterntesting.csv,0.66,0.76,1.11,0.45,0.61,0.78,0.42,0.64,0.62,0.13,0.61,0.64,0.5,0.48,0.61,0.73,0.5,0.67,0.68,0.9
pokeglobal.csv,0.69,0.92,0.59,0.3,0.0,0.71,0.69,0.63,0.75,0.84,0.66,0.95,0.81,0.82,0.57,0.79,0.56,0.67,0.73,0.64
snakeyaml.csv,0.59,0.28,1.04,0.6,0.79,0.74,0.86,0.71,0.73,0.95,0.87,0.75,0.77,0.64,0.04,0.95,0.87,0.61,0.97,0.69
unflobtactical.csv,0.72,0.72,1.12,1.04,0.62,0.64,0.82,0.66,0.67,0.64,0.54,0.6,0.53,0.0,0.57,0.85,0.78,0.64,0.76,0.87
werx.csv,0.98,0.97,0.01,0.99,1.0,1.0,1.0,0.99,1.0,0.98,1.0,1.0,1.0,1.0,0.98,0.97,1.0,0.99,1.0,1.0
zealos.csv,0.86,0.52,0.86,0.32,0.62,0.55,0.07,0.67,0.59,0.6,0.61,0.57,0.73,0.62,0.68,0.73,0.81,0.6,0.79,0.78
