,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,dataobjectsdotnet.csv,loki-lib.csv,gnome-jabber.csv
avifile.csv,0.98,0.8,0.96,0.97,0.9,0.97,0.97,0.98,0.93,0.91,0.0,0.0,0.67,0.91,0.0,0.94,0.92,0.99,0.94,0.0
baadengine.csv,0.44,0.4,0.35,0.44,0.42,0.45,0.55,0.34,0.35,0.39,0.46,0.29,0.36,0.36,0.41,0.36,0.4,0.4,0.44,0.52
bibedt.csv,0.53,0.83,0.63,0.64,0.48,0.58,0.54,0.66,0.55,0.83,0.64,0.77,0.89,0.45,0.96,0.76,0.64,0.57,0.68,0.73
cascading.csv,0.9,0.38,0.38,0.6,0.44,0.57,0.67,0.43,0.46,0.44,0.6,0.56,0.35,0.48,0.65,0.37,0.42,0.56,0.83,0.86
dataobjectsdotnet.csv,0.53,0.81,0.55,0.72,0.51,0.93,0.83,0.46,0.96,0.67,0.74,0.63,0.64,0.89,0.55,0.6,0.65,0.65,0.6,0.88
gnome-jabber.csv,0.46,0.42,0.37,0.43,0.4,0.5,0.62,0.4,0.38,0.45,0.49,0.32,0.41,0.42,0.44,0.34,0.44,0.49,0.4,0.52
gogoego.csv,0.6,0.86,0.96,0.67,0.73,0.91,0.64,0.85,0.98,0.7,0.76,0.77,0.75,0.46,0.9,0.97,0.62,0.71,0.75,0.56
httpcontentparser.csv,0.75,0.5,0.92,0.8,0.86,0.86,0.67,0.94,0.93,0.88,0.94,0.0,0.7,0.74,0.9,0.93,0.83,0.69,0.66,0.66
impala.csv,0.62,0.45,0.73,0.49,0.64,0.61,0.84,0.72,0.63,0.91,0.6,0.45,0.57,0.64,0.92,0.96,0.86,0.6,0.53,0.69
jaxlib.csv,0.0,0.75,0.0,0.8,0.8,0.75,0.86,0.89,0.86,0.0,0.82,0.5,0.0,0.8,0.0,0.67,0.5,0.93,0.75,0.75
jgameai.csv,0.96,0.93,0.51,0.66,0.57,0.85,0.54,0.49,0.99,0.5,0.5,0.8,0.61,0.93,0.57,0.97,0.67,0.76,0.49,0.78
jhotdraw.csv,0.76,0.8,0.86,0.86,0.74,0.94,0.5,0.97,0.98,0.75,0.94,0.67,0.9,0.94,0.94,0.86,0.91,0.81,0.68,0.78
loki-lib.csv,0.5,0.5,0.39,0.45,0.42,0.4,0.5,0.46,0.4,0.33,0.52,0.33,0.41,0.44,0.45,0.35,0.42,0.45,0.6,0.35
patterntesting.csv,0.46,0.56,0.46,0.46,0.4,0.45,0.51,0.42,0.48,0.5,0.46,0.6,0.45,0.37,0.55,0.5,0.45,0.51,0.68,0.92
pokeglobal.csv,0.77,0.57,0.37,0.61,0.49,0.49,0.66,0.41,0.37,0.89,0.72,0.3,0.45,0.37,0.53,0.4,0.41,0.48,0.75,0.35
snakeyaml.csv,0.54,0.94,0.92,0.61,0.64,0.67,0.71,0.82,0.67,0.76,0.66,0.46,0.83,0.57,0.96,0.77,0.94,0.69,0.49,0.78
unflobtactical.csv,0.54,0.61,0.89,0.82,0.57,0.77,0.83,0.73,0.79,0.86,0.57,0.35,0.5,0.49,0.85,0.75,0.76,0.69,0.68,0.75
werx.csv,0.44,0.37,0.36,0.42,0.4,0.48,0.54,0.36,0.36,0.47,0.45,0.3,0.39,0.38,0.41,0.34,0.4,0.43,0.44,0.52
zealos.csv,0.55,0.8,0.57,0.73,0.56,0.76,0.68,0.64,0.67,0.81,0.68,0.79,0.58,0.71,0.89,0.53,0.77,0.67,0.69,0.92
