,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv
boost-sandbox.csv,194.0,859.0,98.5,288.5,552.0,290.5,98.5,296.0,97.5,88.5,443.0,98.5
bscwweasel.csv,96.5,89.5,197.5,192.0,375.0,96.5,98.5,296.0,288.5,295.5,383.0,98.5
capcode.csv,96.5,295.0,197.5,196.0,465.5,96.5,95.5,308.5,188.0,197.0,871.5,93.5
emite.csv,197.5,859.0,98.5,387.0,551.0,193.0,96.5,293.5,97.5,86.5,92.5,95.5
lamp.csv,98.5,192.0,97.5,575.0,756.0,195.0,98.5,97.5,93.5,197.0,383.0,98.5
mecat.csv,49.5,55.5,87.5,100.5,188.0,445.5,0.0,90.5,0.0,281.5,92.5,0.0
nodal.csv,98.5,375.0,197.5,92.5,560.0,591.5,95.5,40.5,97.5,295.5,288.5,257.5
pydev.csv,293.0,95.5,197.5,670.5,280.5,96.5,98.5,296.0,290.5,286.5,383.0,97.5
retromenu.csv,98.5,376.0,98.5,366.0,78.5,94.5,98.5,193.0,190.0,76.5,92.5,60.5
smbopensoft.csv,98.5,394.0,98.5,196.0,570.0,290.5,96.5,294.0,97.5,187.0,426.0,95.5
stuproa-cims.csv,5.5,91.5,197.5,379.0,756.0,165.0,155.5,188.0,190.0,385.0,187.0,93.5
thout.csv,98.5,394.0,382.0,178.0,649.5,292.5,98.5,395.0,196.0,295.5,383.0,98.5
