,flylinkdc.csv,dvt.csv,rtb-team.csv,utgb.csv,unimrcp.csv,jsr308-langtools.csv,stemkit.csv,carabiner.csv,buddata-ebxml-registry.csv
buddata-ebxml-registry.csv,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,1.0
carabiner.csv,0.6,0.42,0.37,0.53,0.13,0.55,0.61,0.95,0.33
dvt.csv,0.31,1.0,0.31,0.59,0.3,0.16,0.0,0.4,0.0
flylinkdc.csv,0.97,0.33,0.31,0.11,0.35,0.16,0.2,0.11,0.23
jsr308-langtools.csv,0.74,0.5,0.69,0.65,0.73,1.0,0.36,0.56,0.65
rtb-team.csv,0.64,0.39,1.0,0.57,0.33,0.48,0.52,0.43,0.0
stemkit.csv,0.04,0.02,0.37,0.13,0.0,0.0,1.0,0.06,0.15
unimrcp.csv,0.53,0.14,0.16,0.5,0.94,0.62,0.53,0.21,0.19
utgb.csv,0.13,0.35,0.16,0.91,0.26,0.45,0.38,0.11,0.25
