,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,sigil.csv,pcsx2.csv,img-browse-sort.csv,enzo.csv,doomlegacy.csv,salasaga.csv,pi-qmc.csv,open-ms.csv,skia.csv
decidr.csv,0.71,0.49,0.59,0.51,0.61,0.46,0.02,0.81,0.55,0.73,0.63,0.49,0.56,0.8,0.55,0.8,0.58,0.36,0.67,0.64
doomlegacy.csv,0.61,0.55,0.59,0.43,0.69,0.79,0.69,0.81,0.55,0.75,0.75,0.6,0.52,0.64,0.49,0.04,0.67,0.9,0.68,0.9
elmo.csv,0.98,0.01,0.99,0.89,0.94,1.01,0.94,0.88,0.88,0.93,0.89,0.93,0.93,1.0,0.87,0.96,0.96,1.01,0.98,0.84
enzo.csv,0.75,0.43,0.77,0.77,0.67,0.69,0.92,0.84,0.59,0.63,0.78,0.57,0.63,0.92,0.12,0.71,0.97,0.72,0.75,0.81
gpac.csv,0.49,1.02,0.69,0.49,0.61,0.56,0.59,0.07,0.55,0.68,0.52,0.59,0.61,0.79,0.73,0.81,0.59,0.46,0.67,0.69
img-browse-sort.csv,0.55,0.68,0.64,0.58,0.62,0.76,0.63,0.57,0.64,0.69,0.6,0.42,0.6,0.08,0.84,0.82,0.51,0.96,0.62,0.73
ktc.csv,0.08,0.85,0.5,0.72,0.44,0.67,0.63,0.65,0.63,0.66,0.68,0.41,0.55,0.57,0.75,0.64,0.63,0.6,0.68,0.79
neoengine.csv,0.8,0.96,0.02,1.0,0.63,0.95,0.64,0.66,0.81,0.67,0.8,0.75,0.61,0.73,0.43,0.94,0.58,0.93,0.69,0.6
nicepress.csv,0.55,1.0,0.66,0.94,0.51,0.03,0.76,0.68,0.57,1.0,0.65,0.53,0.79,0.66,0.69,0.72,0.66,0.68,0.6,0.72
open-ms.csv,0.69,0.69,0.8,0.85,0.72,0.7,0.9,0.87,0.82,0.88,0.69,0.75,0.62,0.89,0.93,0.71,0.9,0.73,0.08,0.85
pcsx2.csv,0.43,0.66,0.46,0.48,0.5,0.55,0.54,0.71,0.56,0.66,0.61,0.41,0.06,0.41,0.49,0.67,1.0,0.58,0.56,0.75
pi-qmc.csv,0.52,0.63,0.6,0.63,0.48,0.58,0.62,0.71,0.55,0.68,0.54,0.41,0.73,0.64,1.06,0.69,0.48,0.02,0.56,0.87
rosegarden.csv,0.45,0.84,0.66,0.69,0.02,0.62,0.68,0.73,0.72,0.79,0.59,0.55,0.6,0.88,0.7,0.66,0.54,0.59,0.64,0.76
salasaga.csv,0.57,0.75,0.62,0.8,0.65,0.8,0.61,0.71,0.58,0.67,0.75,0.69,0.79,0.78,0.84,0.62,0.07,0.42,0.68,0.8
sigil.csv,0.62,0.83,0.56,0.53,0.68,0.64,0.66,0.86,0.88,0.64,0.69,0.0,0.69,0.53,0.81,0.88,0.71,0.42,0.66,0.62
skia.csv,0.61,0.72,0.62,0.91,0.61,0.64,0.78,0.77,0.61,1.0,0.79,0.91,0.73,0.76,0.69,0.8,0.54,0.54,0.69,0.04
smarttag.csv,0.48,0.47,0.59,0.66,0.49,0.51,0.62,0.63,0.53,0.08,0.55,0.56,0.54,0.66,0.7,0.49,0.57,0.5,0.66,0.6
sylpheed-claws.csv,0.46,0.49,0.54,0.6,0.53,0.44,0.52,0.57,0.05,0.57,0.53,0.5,0.59,0.55,0.66,0.72,0.71,0.36,0.53,0.65
xemeiah.csv,0.46,0.69,0.55,0.54,0.44,0.4,0.66,0.72,0.85,0.69,0.01,0.46,0.53,0.56,0.84,0.64,0.94,0.52,0.64,0.62
zscreen.csv,0.6,0.55,0.47,0.07,0.57,0.63,0.79,0.65,0.55,0.85,0.7,0.4,0.45,0.68,0.4,0.62,0.72,0.54,0.63,0.76
