,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,sigil.csv,pcsx2.csv,img-browse-sort.csv,enzo.csv,doomlegacy.csv,salasaga.csv,pi-qmc.csv,open-ms.csv,skia.csv
decidr.csv,0.79,0.8,0.78,0.65,0.63,0.64,0.98,0.8,0.75,0.5,0.54,0.63,0.69,0.77,0.82,0.78,0.86,0.73,0.75,0.87
doomlegacy.csv,0.8,0.8,0.74,0.63,0.82,0.53,0.79,0.8,0.73,0.71,0.6,0.75,0.77,0.92,0.53,0.99,0.89,0.64,0.81,0.7
elmo.csv,0.02,1.0,0.01,0.11,0.09,0.0,0.06,0.12,0.12,0.07,0.12,0.1,0.08,0.0,0.13,0.04,0.04,0.0,0.03,0.17
enzo.csv,0.86,1.0,0.88,0.78,0.83,0.53,0.91,0.77,0.73,0.79,0.73,0.63,0.72,0.92,0.98,0.84,0.86,0.82,0.82,0.91
gpac.csv,0.54,0.0,0.32,0.57,0.43,0.56,0.52,0.93,0.47,0.79,0.64,0.44,0.45,0.23,0.28,0.21,0.79,0.55,0.37,0.35
img-browse-sort.csv,0.46,0.4,0.37,0.43,0.39,0.28,0.4,0.62,0.45,0.43,0.46,0.62,0.45,0.92,0.17,0.18,0.68,0.05,0.39,0.3
ktc.csv,0.92,0.2,0.54,0.28,0.58,0.36,0.39,0.39,0.4,0.43,0.33,0.63,0.49,0.54,0.25,0.39,0.39,0.41,0.39,0.26
neoengine.csv,0.65,1.0,0.98,0.93,0.7,0.69,0.5,0.54,0.82,0.64,0.78,0.73,0.74,0.69,0.71,0.85,0.64,0.95,0.72,0.74
nicepress.csv,0.46,0.0,0.36,0.07,0.54,0.97,0.26,0.38,0.49,0.0,0.37,0.48,0.22,0.38,0.31,0.29,0.39,0.32,0.47,0.35
open-ms.csv,0.45,0.8,0.29,0.76,0.32,0.39,0.57,0.14,0.35,0.86,0.52,0.25,0.41,0.31,0.47,0.4,0.11,0.27,0.92,0.22
pcsx2.csv,0.7,1.0,0.67,0.52,0.8,0.64,0.74,0.8,0.73,0.71,0.66,0.67,0.96,0.77,0.55,0.36,1.0,0.5,0.6,0.48
pi-qmc.csv,0.63,0.8,0.71,0.7,0.6,0.47,0.45,0.7,0.57,0.86,0.66,0.67,0.77,0.54,0.55,0.39,0.71,1.0,0.56,0.3
rosegarden.csv,0.57,0.2,0.62,0.54,0.98,0.47,0.36,0.29,0.3,0.29,0.51,0.54,0.55,0.15,0.42,0.44,0.5,0.41,0.43,0.35
salasaga.csv,0.58,0.4,0.45,0.57,0.46,0.61,0.57,0.34,0.62,0.57,0.61,0.42,0.47,0.31,0.5,0.44,0.93,0.64,0.49,0.35
sigil.csv,0.45,0.2,0.46,0.48,0.36,0.42,0.53,0.14,0.12,0.93,0.49,1.0,0.32,0.54,0.21,0.12,0.32,0.59,0.38,0.43
skia.csv,0.43,0.6,0.5,0.13,0.42,0.39,0.27,0.27,0.42,0.0,0.21,0.13,0.4,0.31,0.32,0.28,0.5,0.59,0.44,0.96
smarttag.csv,0.75,0.6,0.73,0.48,0.62,0.58,0.56,0.57,0.66,0.93,0.52,0.5,0.52,0.69,0.43,0.59,0.86,0.5,0.58,0.52
sylpheed-claws.csv,0.59,0.8,0.54,0.52,0.53,0.69,0.66,0.62,0.96,0.5,0.66,0.6,0.69,0.62,0.42,0.41,0.68,0.68,0.69,0.61
xemeiah.csv,0.6,0.4,0.6,0.48,0.66,0.83,0.35,0.71,0.88,0.43,0.99,0.56,0.56,0.54,0.45,0.44,0.82,0.5,0.47,0.61
zscreen.csv,0.79,0.6,0.71,0.93,0.78,0.81,0.9,0.66,0.54,0.93,0.84,0.87,0.69,0.69,0.83,0.46,0.64,0.5,0.69,0.7
