,extprosys.csv,codeblocks.csv,qcad2.csv,fluidium.csv,haphazard.csv,silvertree.csv
codeblocks.csv,0.3,0.83,0.45,0.43,0.14,0.42
extprosys.csv,0.43,0.83,0.34,0.0,0.13,0.5
fluidium.csv,0.33,0.0,0.0,0.57,0.0,0.0
haphazard.csv,0.44,0.66,0.17,0.5,0.35,0.4
qcad2.csv,0.11,0.88,0.53,0.17,0.21,0.83
silvertree.csv,0.27,0.76,0.36,0.42,0.19,0.69
