,extprosys.csv,codeblocks.csv,qcad2.csv,fluidium.csv,haphazard.csv,silvertree.csv
codeblocks.csv,0.49,0.76,0.67,0.95,0.23,0.88
extprosys.csv,0.6,0.43,0.6,0.0,0.46,0.32
fluidium.csv,0.02,0.0,0.0,0.57,0.0,0.0
haphazard.csv,0.08,0.3,0.1,0.19,0.54,0.24
qcad2.csv,0.04,0.19,0.81,0.05,0.54,0.2
silvertree.csv,0.55,0.55,0.83,1.0,0.92,0.72
