,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,scenemonitor.csv,pustefix.csv,pamguard.csv,customsagetv.csv,clamav.csv,papertoolkit.csv,gss.csv,tango-cs.csv
checker-framework.csv,0.43,0.41,0.83,0.1,0.2,0.17,0.59,0.64,0.59,0.24,0.82,0.85,0.43,0.32,0.69,0.26,0.41,0.07,0.69,0.41
clamav.csv,0.43,0.5,0.9,0.18,0.31,0.13,0.66,0.45,0.41,0.35,0.92,0.81,0.47,0.35,0.61,0.58,0.68,0.08,0.57,0.4
customsagetv.csv,0.8,0.83,0.0,1.0,0.3,0.1,0.57,0.5,0.0,0.39,0.9,1.0,0.5,0.21,0.64,0.9,0.67,0.5,0.73,0.38
gss.csv,0.29,0.47,0.91,0.2,0.22,0.12,0.65,0.53,0.31,0.29,0.89,0.8,0.45,0.3,0.66,0.51,0.43,0.04,0.82,0.43
guineu.csv,0.48,0.38,1.0,0.17,0.17,0.09,0.77,0.41,0.17,0.22,0.92,0.73,0.57,0.3,0.65,0.77,0.36,0.0,0.66,0.42
inkscape.csv,0.31,0.44,0.79,0.17,0.33,0.29,0.74,0.42,0.18,0.3,0.86,0.76,0.38,0.13,0.64,0.57,0.0,0.04,0.59,0.42
mpqc.csv,0.25,0.24,0.6,0.0,0.1,0.29,0.5,0.38,0.09,0.19,0.94,0.67,0.32,0.18,0.66,0.5,0.14,0.03,0.48,0.36
nsis.csv,0.3,0.33,0.85,0.13,0.12,0.2,0.54,0.3,0.19,0.23,1.0,0.84,0.32,0.26,0.62,0.71,0.16,0.05,0.61,0.36
octave.csv,0.31,0.42,1.0,0.19,0.32,0.14,0.8,0.41,0.06,0.23,0.85,0.78,0.38,0.43,0.7,0.61,0.4,0.0,0.5,0.34
owfs.csv,0.27,0.39,0.92,0.29,0.2,0.11,0.6,0.42,0.29,0.26,0.92,0.79,0.36,0.28,0.67,0.55,0.34,0.05,0.79,0.39
owlib.csv,0.37,0.58,1.0,0.23,0.27,0.06,0.64,0.55,0.32,0.33,0.92,0.8,0.47,0.36,0.73,0.57,0.58,0.04,0.79,0.41
pamguard.csv,0.25,0.49,0.95,0.26,0.28,0.16,0.66,0.52,0.33,0.32,0.88,1.0,0.42,0.27,0.74,0.19,0.46,0.0,0.77,0.39
papertoolkit.csv,0.31,0.54,1.0,0.12,0.2,0.13,0.68,0.46,0.15,0.35,0.91,0.82,0.4,0.4,0.62,0.42,0.5,0.21,0.67,0.42
prelude.csv,0.31,0.4,0.97,0.2,0.18,0.14,0.62,0.45,0.22,0.28,0.89,0.84,0.38,0.26,0.64,0.59,0.37,0.07,0.63,0.38
pustefix.csv,0.45,0.41,1.0,0.16,0.22,0.11,0.68,0.6,0.07,0.28,0.87,0.84,0.67,0.54,0.62,0.92,0.42,0.14,0.8,0.32
robocode.csv,0.4,0.49,0.0,0.38,0.25,0.13,0.7,0.67,0.24,0.39,0.91,0.93,0.53,0.34,0.65,0.57,0.47,0.09,0.7,0.41
scenemonitor.csv,0.43,0.54,1.0,0.22,0.4,0.14,0.69,0.52,0.7,0.26,0.75,1.0,0.71,0.31,0.75,0.17,0.47,0.05,0.92,0.37
tango-cs.csv,0.33,0.37,0.86,0.22,0.15,0.12,0.69,0.48,0.15,0.28,0.87,0.72,0.36,0.36,0.69,0.26,0.52,0.03,0.58,0.53
uwom-server.csv,0.33,0.33,0.0,0.14,0.28,0.12,0.75,0.43,0.29,0.37,0.9,0.9,0.43,0.2,0.62,0.71,0.5,0.04,0.53,0.41
zengine.csv,0.31,0.39,0.85,0.15,0.18,0.17,0.58,0.45,0.19,0.26,0.93,0.97,0.36,0.25,0.62,0.58,0.37,0.05,0.61,0.37
