,mpqc.csv,haggle.csv,jgnash.csv,java-gnome.csv,panda3d.csv,jrdf.csv,geotools.csv,gephex.csv,tencompetence.csv,codesmith.csv
codesmith.csv,1.0,0.0,13.0,0.0,1.0,23.0,5.0,0.0,0.0,0.0
geotools.csv,1.0,0.0,14.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0
gephex.csv,1.0,0.0,40.0,0.0,3.0,9.0,6.0,0.0,0.0,0.0
haggle.csv,3.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,1.0,0.0
java-gnome.csv,2.0,0.0,14.0,0.0,6.0,1.0,11.0,1.0,0.0,0.0
jgnash.csv,1.0,1.0,3.0,0.0,2.0,3.0,0.0,0.0,1.0,2.0
jrdf.csv,4.0,2.0,30.0,0.0,0.0,6.0,11.0,2.0,0.0,8.0
mpqc.csv,0.0,0.0,169.0,1.0,1.0,5.0,30.0,0.0,0.0,0.0
panda3d.csv,1.0,0.0,20.0,0.0,2.0,9.0,23.0,0.0,0.0,0.0
tencompetence.csv,0.0,0.0,54.0,1.0,1.0,7.0,35.0,2.0,0.0,0.0
