,unladen-swallow.csv,flylegacy.csv,gotjava.csv,novembre.csv,k3d.csv,qtwin.csv,empserver.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,acdk.csv,galaxium.csv,auber.csv,cortex-vfx.csv,duplicati.csv,linux-ntfs.csv,growl-for-windows.csv,tweetsharp.csv,libarchive.csv
acdk.csv,0.79,0.6,0.0,0.47,0.23,1.0,0.25,0.36,0.21,0.72,0.79,0.46,0.46,0.91,0.26,0.81,0.44,0.5,0.47
auber.csv,0.98,0.57,1.0,0.87,0.9,1.0,0.75,0.29,0.82,0.76,0.8,0.6,0.79,0.48,0.72,0.88,0.28,0.62,0.78
cortex-vfx.csv,0.74,0.4,0.0,0.53,0.53,0.83,0.31,0.43,0.59,0.48,0.3,0.51,0.55,0.51,0.29,0.73,0.17,0.5,0.53
empserver.csv,0.8,0.89,1.0,0.8,0.4,1.0,0.64,0.21,0.21,0.84,0.76,0.37,0.66,0.87,0.16,0.96,0.25,0.64,0.61
flylegacy.csv,0.8,0.7,0.0,0.8,0.53,1.0,0.47,0.93,0.79,0.96,0.82,0.69,0.84,0.6,0.86,1.0,0.81,0.81,0.55
galaxium.csv,0.8,0.79,0.0,0.8,0.27,1.0,0.22,0.5,0.44,0.64,0.88,0.74,0.49,0.73,0.48,0.69,0.39,0.43,0.43
growl-for-windows.csv,0.0,0.0,0.0,0.93,0.0,0.0,0.03,1.0,0.97,0.44,0.0,0.43,0.3,0.0,0.93,0.5,0.78,0.71,0.22
k3d.csv,0.21,0.25,1.0,0.47,0.8,0.0,0.75,0.71,0.1,0.32,0.0,0.49,0.37,0.09,0.12,0.35,0.03,0.19,0.67
libarchive.csv,0.91,0.79,1.0,0.87,0.77,1.0,0.61,0.79,0.9,0.48,0.86,0.97,0.82,0.96,0.98,0.77,0.86,0.69,0.69
linux-ntfs.csv,0.81,0.62,1.0,0.8,0.5,0.33,0.28,0.5,0.79,0.72,0.78,0.54,0.61,0.36,0.78,0.69,0.53,0.67,0.59
m-a-d-n-e-s-s.csv,0.67,0.43,0.0,0.4,0.2,0.83,0.61,0.0,0.1,0.68,0.51,0.29,0.3,0.25,0.19,0.5,0.14,0.17,0.73
novembre.csv,0.69,0.59,0.0,0.73,0.2,0.5,0.83,0.0,0.18,0.16,0.76,0.14,0.15,0.12,0.16,0.42,0.17,0.26,0.88
qtwin.csv,0.06,0.1,0.0,0.13,0.23,1.0,0.0,0.07,0.13,0.12,0.14,0.03,0.33,0.73,0.12,0.38,0.06,0.02,0.0
st-filteredstatistics.csv,0.95,0.9,1.0,1.0,0.33,0.83,0.69,1.0,0.79,0.96,0.93,0.91,0.6,0.99,0.79,0.88,0.92,0.33,0.61
tweetsharp.csv,0.57,0.14,0.0,0.47,0.43,0.67,0.17,0.71,0.79,0.52,0.22,0.49,0.66,0.61,0.71,0.31,0.56,0.79,0.22
unladen-swallow.csv,0.44,0.3,0.0,0.47,0.4,0.5,0.39,0.29,0.44,0.4,0.34,0.54,0.12,0.42,0.16,0.08,0.28,0.21,0.51
wishmaster.csv,0.31,0.52,1.0,0.33,0.2,0.83,0.28,0.86,0.05,0.44,0.63,0.51,0.15,0.38,0.47,0.15,0.47,0.05,0.27
