,unladen-swallow.csv,flylegacy.csv,gotjava.csv,novembre.csv,k3d.csv,qtwin.csv,empserver.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,acdk.csv,galaxium.csv,auber.csv,cortex-vfx.csv,duplicati.csv,linux-ntfs.csv,growl-for-windows.csv,tweetsharp.csv,libarchive.csv
acdk.csv,0.43,0.4,0.75,0.53,0.89,0.61,0.86,0.57,0.9,0.5,0.42,0.62,0.57,0.41,0.6,0.39,0.78,0.46,0.62
auber.csv,0.48,0.49,0.34,0.39,0.39,0.47,0.45,0.5,0.29,0.48,0.46,0.45,0.48,0.69,0.37,0.4,0.52,0.38,0.52
cortex-vfx.csv,0.47,0.64,0.85,0.52,0.65,0.6,0.82,0.44,0.39,0.56,0.89,0.61,0.53,0.62,0.59,0.39,0.86,0.44,0.62
empserver.csv,0.45,0.33,0.35,0.43,0.64,0.59,0.55,0.55,0.82,0.44,0.46,0.71,0.44,0.43,0.89,0.37,0.64,0.43,0.49
flylegacy.csv,0.58,0.43,0.37,0.41,0.68,0.71,0.84,0.4,0.38,0.42,0.55,0.48,0.49,0.7,0.35,0.4,0.54,0.43,0.71
galaxium.csv,0.37,0.32,0.35,0.35,0.47,0.47,0.64,0.35,0.55,0.41,0.37,0.5,0.43,0.41,0.43,0.31,0.52,0.42,0.54
growl-for-windows.csv,0.0,0.0,0.5,0.33,0.0,0.0,0.5,0.37,0.3,0.67,0.0,0.72,0.52,0.0,0.33,0.47,0.62,0.34,0.91
k3d.csv,0.9,0.9,0.92,0.43,0.78,1.0,0.4,0.43,0.9,0.7,0.8,0.6,0.77,0.96,0.86,0.48,0.5,0.9,0.54
libarchive.csv,0.5,0.33,0.39,0.33,0.36,0.48,0.36,0.35,0.33,0.57,0.43,0.36,0.41,0.43,0.32,0.35,0.48,0.37,0.46
linux-ntfs.csv,0.42,0.42,0.36,0.33,0.48,0.99,0.53,0.42,0.3,0.4,0.44,0.47,0.48,0.77,0.33,0.38,0.35,0.34,0.46
m-a-d-n-e-s-s.csv,0.44,0.49,0.46,0.67,0.84,0.8,0.38,0.0,0.75,0.48,0.58,0.89,0.73,0.98,0.82,0.43,0.7,0.8,0.46
novembre.csv,0.47,0.48,0.62,0.48,0.73,0.96,0.45,0.0,0.89,0.85,0.45,0.93,0.93,0.97,0.89,0.5,0.88,0.64,0.46
qtwin.csv,0.99,0.88,0.96,0.5,0.95,1.0,0.0,0.8,0.88,0.75,0.98,0.86,0.69,0.47,0.86,0.5,0.67,0.67,0.0
st-filteredstatistics.csv,0.43,0.35,0.35,0.36,0.46,0.53,0.44,0.38,0.32,0.41,0.42,0.42,0.49,0.43,0.36,0.39,0.46,0.45,0.5
tweetsharp.csv,0.63,0.89,0.87,0.6,0.85,0.59,0.89,0.4,0.37,0.56,0.85,0.58,0.52,0.53,0.43,0.64,0.77,0.49,0.97
unladen-swallow.csv,0.57,0.64,0.82,0.39,0.54,0.55,0.36,0.48,0.43,0.48,0.6,0.48,0.88,0.51,0.89,0.5,0.53,0.57,0.47
wishmaster.csv,0.74,0.43,0.91,0.58,0.55,0.56,0.44,0.55,0.75,0.71,0.51,0.55,0.89,0.57,0.56,0.86,0.4,0.75,0.88
