,f1,g,recall,precision,pf,wins
acdk.csv,0.44,0.51,0.47,0.55,0.25,16
auber.csv,0.44,0.51,0.78,0.36,0.77,7
cortex-vfx.csv,0.42,0.53,0.51,0.5,0.28,14
empserver.csv,0.39,0.58,0.66,0.42,0.49,10
flylegacy.csv,0.5,0.55,0.8,0.41,0.69,11
galaxium.csv,0.53,0.52,0.5,0.5,0.4,13
growl-for-windows.csv,0.37,0.26,0.3,0.5,0.12,6
k3d.csv,0.31,0.36,0.32,0.4,0.18,2
libarchive.csv,0.54,0.56,0.86,0.47,0.73,15
linux-ntfs.csv,0.47,0.56,0.62,0.43,0.5,12
m-a-d-n-e-s-s.csv,0.34,0.35,0.3,0.55,0.15,8
novembre.csv,0.27,0.23,0.2,0.43,0.26,1
qtwin.csv,0.17,0.15,0.12,0.33,0.07,0
st-filteredstatistics.csv,0.48,0.5,0.9,0.35,0.72,9
tweetsharp.csv,0.33,0.48,0.52,0.35,0.39,5
unladen-swallow.csv,0.33,0.4,0.39,0.42,0.29,3
wishmaster.csv,0.29,0.41,0.38,0.47,0.28,4
