,empyrean.csv,amanda.csv,nutz.csv,yafdotnet.csv,mplayer-ce.csv
amanda.csv,0.5,0.44,0.66,0.97,0.99
empyrean.csv,0.57,0.0,0.0,0.0,0.0
mplayer-ce.csv,0.44,0.46,0.58,0.61,0.57
nutz.csv,0.66,0.58,0.52,0.4,0.42
yafdotnet.csv,0.62,0.38,0.58,0.44,0.61
