,empyrean.csv,amanda.csv,nutz.csv,yafdotnet.csv,mplayer-ce.csv
amanda.csv,0.71,0.63,0.58,0.22,0.16
empyrean.csv,0.65,0.0,0.0,0.0,0.0
mplayer-ce.csv,0.86,0.6,0.75,0.49,0.56
nutz.csv,0.49,0.56,0.7,0.82,0.91
yafdotnet.csv,0.26,0.58,0.54,0.69,0.28
