,rezilla.csv,webdriver.csv,minig.csv,jparsec.csv,kmess.csv
jparsec.csv,0.63,0.56,0.57,0.69,0.85
kmess.csv,0.26,0.44,0.02,0.2,0.72
minig.csv,1.0,0.47,0.74,0.04,0.72
rezilla.csv,0.68,0.49,0.3,0.04,0.78
webdriver.csv,0.21,0.76,0.54,0.53,0.59
