,rezilla.csv,webdriver.csv,minig.csv,jparsec.csv,kmess.csv
jparsec.csv,0.7,0.64,0.56,0.42,0.85
kmess.csv,0.74,0.57,0.98,0.83,0.5
minig.csv,0.97,0.76,0.4,0.96,0.95
rezilla.csv,0.36,0.61,0.71,0.96,0.76
webdriver.csv,0.81,0.33,0.76,0.65,0.58
