,qgo.csv,firebird.csv,nosleepsoftware.csv,rezilla.csv,yield.csv,riff-evolve.csv,virtuoso.csv,open-ms.csv,uwom.csv,jmule.csv
firebird.csv,5.0,0.0,16.0,4.0,0.0,0.0,2.0,13.0,0.0,1.0
jmule.csv,3.0,0.0,17.0,4.0,2.0,0.0,7.0,21.0,6.0,0.0
nosleepsoftware.csv,2.0,2.0,6.0,58.0,4.0,0.0,181.0,5.0,57.0,1.0
open-ms.csv,1.0,0.0,3.0,1.0,0.0,0.0,2.0,3.0,5.0,6.0
qgo.csv,0.0,0.0,0.0,3.0,1.0,1.0,4.0,8.0,5.0,6.0
rezilla.csv,4.0,0.0,1.0,0.0,3.0,0.0,20.0,12.0,49.0,2.0
riff-evolve.csv,2.0,0.0,62.0,2.0,0.0,0.0,2.0,4.0,1.0,52.0
uwom.csv,3.0,1.0,62.0,0.0,1.0,1.0,1.0,12.0,4.0,0.0
virtuoso.csv,7.0,0.0,1.0,0.0,8.0,0.0,0.0,24.0,41.0,7.0
yield.csv,1.0,0.0,12.0,3.0,0.0,0.0,4.0,8.0,0.0,7.0
