,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,wxjs.csv,ffigo.csv,wikipediardware.csv
empserver.csv,0.5,0.43,0.47,0.68,0.55,0.36,0.37,0.69
enlightenment.csv,0.46,0.4,0.42,0.47,0.41,0.39,0.36,0.39
ffigo.csv,0.59,0.69,0.76,0.0,0.0,0.91,0.43,0.5
ildjit.csv,0.6,0.8,1.0,0.9,0.49,0.8,0.84,0.64
jfreereport.csv,0.95,0.86,0.75,0.95,0.8,0.75,0.68,0.5
psycle.csv,0.42,0.4,0.42,0.42,0.39,0.38,0.47,0.48
wikipediardware.csv,0.46,0.43,0.43,0.46,0.4,0.39,0.39,0.45
wxjs.csv,0.92,0.0,0.99,0.0,0.0,0.65,0.0,0.0
