,sqlpower-library.csv,jlinalg.csv,array4j.csv,optalgtoolkit.csv,capcode.csv,freenet.csv,intact.csv,pustefix.csv,nassp.csv,fm-classic.csv,haphazard.csv,anaxagora.csv,ipfire-wall.csv,tart.csv,super-tux.csv,soar.csv,hannosset.csv,bzbyte.csv,ondex.csv,web-cat.csv
anaxagora.csv,0.61,0.7,0.28,0.44,0.27,0.61,0.47,0.38,0.27,0.11,0.32,0.49,0.54,0.1,0.59,0.58,0.21,0.6,0.28,0.41
array4j.csv,0.67,0.18,0.43,0.27,0.13,0.45,0.44,0.4,0.36,0.0,0.34,0.15,0.22,0.09,0.08,0.47,0.17,0.36,0.26,0.43
bzbyte.csv,0.8,0.88,0.34,0.55,0.31,0.24,0.45,0.43,0.0,0.08,0.34,0.26,0.4,0.03,0.97,0.0,0.15,0.84,0.0,0.17
capcode.csv,0.7,0.55,0.3,0.25,0.4,0.62,0.39,0.38,0.28,0.12,0.39,0.22,0.41,0.05,0.73,0.64,0.15,0.68,0.2,0.52
fm-classic.csv,0.43,0.43,0.11,0.22,0.16,0.28,0.0,0.0,0.13,0.5,0.17,0.21,0.6,0.2,0.17,0.24,0.0,0.39,0.24,0.0
freenet.csv,0.78,0.82,0.34,0.54,0.3,0.77,0.51,0.37,0.08,0.08,0.37,0.3,0.51,0.03,0.75,0.29,0.21,0.74,0.29,0.47
hannosset.csv,0.36,0.44,0.35,0.31,0.1,0.22,0.16,0.0,0.12,0.0,0.32,0.16,0.0,0.0,0.3,0.4,0.36,0.26,0.18,0.38
haphazard.csv,0.83,0.56,0.32,0.45,0.28,0.69,0.36,0.34,0.34,0.09,0.34,0.22,0.15,0.07,0.41,0.38,0.06,0.68,0.19,0.47
intact.csv,0.68,0.46,0.26,0.31,0.29,0.79,0.55,0.38,0.45,0.05,0.26,0.36,0.55,0.05,0.56,0.06,0.21,0.61,0.31,0.3
ipfire-wall.csv,0.51,0.55,0.08,0.36,0.22,0.33,0.19,0.28,0.15,0.17,0.25,0.29,0.68,0.14,0.43,0.43,0.0,0.43,0.05,0.41
jlinalg.csv,0.6,0.89,0.28,0.54,0.12,0.58,0.35,0.21,0.24,0.1,0.2,0.24,0.57,0.08,0.88,0.59,0.14,0.55,0.28,0.4
nassp.csv,0.69,0.5,0.25,0.09,0.0,0.41,0.24,0.14,0.64,0.25,0.2,0.17,0.45,0.07,0.42,0.46,0.11,0.52,0.19,0.34
ondex.csv,0.2,0.33,0.23,0.09,0.17,0.61,0.38,0.44,0.36,0.11,0.48,0.2,0.43,0.19,0.48,0.56,0.11,0.56,0.4,0.16
optalgtoolkit.csv,0.6,0.24,0.25,0.68,0.29,0.67,0.4,0.38,0.34,0.06,0.2,0.25,0.33,0.14,0.56,0.66,0.11,0.71,0.27,0.2
pustefix.csv,0.62,0.66,0.0,0.45,0.27,0.38,0.27,0.52,0.24,0.08,0.32,0.24,0.41,0.0,0.58,0.0,0.0,0.67,0.2,0.33
soar.csv,0.84,0.79,0.28,0.56,0.3,0.76,0.41,0.43,0.34,0.08,0.37,0.27,0.49,0.1,0.97,0.72,0.14,0.83,0.27,0.48
sqlpower-library.csv,0.76,0.62,0.27,0.47,0.29,0.77,0.48,0.41,0.34,0.11,0.27,0.32,0.49,0.1,0.97,0.61,0.15,0.69,0.29,0.33
super-tux.csv,0.73,0.28,0.32,0.59,0.24,0.78,0.47,0.42,0.38,0.0,0.3,0.29,0.46,0.11,0.96,0.24,0.14,0.77,0.29,0.51
tart.csv,0.32,0.45,0.19,0.42,0.21,0.75,0.49,0.45,0.46,0.16,0.41,0.35,0.49,0.33,0.54,0.55,0.05,0.73,0.33,0.25
web-cat.csv,0.64,0.64,0.29,0.36,0.29,0.75,0.46,0.42,0.36,0.07,0.36,0.31,0.53,0.12,0.88,0.71,0.16,0.79,0.3,0.75
