,f1,g,recall,precision,pf,wins
anaxagora.csv,0.425,0.54,0.61,0.33,0.65,13
array4j.csv,0.30500000000000005,0.365,0.365,0.3,0.395,3
bzbyte.csv,0.325,0.0,0.9099999999999999,0.24,0.835,0
capcode.csv,0.39,0.505,0.62,0.28500000000000003,0.595,11
fm-classic.csv,0.20500000000000002,0.19,0.16,0.33,0.065,2
freenet.csv,0.37,0.535,0.74,0.3,0.7,12
hannosset.csv,0.24,0.25,0.22,0.26,0.21000000000000002,1
haphazard.csv,0.34,0.455,0.5,0.255,0.575,5
intact.csv,0.33499999999999996,0.48,0.49,0.33499999999999996,0.37,16
ipfire-wall.csv,0.28500000000000003,0.385,0.33999999999999997,0.32,0.195,10
jlinalg.csv,0.315,0.485,0.52,0.265,0.625,4
nassp.csv,0.25,0.295,0.255,0.43,0.16,8
ondex.csv,0.345,0.41500000000000004,0.42000000000000004,0.355,0.255,17
optalgtoolkit.csv,0.31,0.515,0.605,0.265,0.56,9
pustefix.csv,0.29500000000000004,0.395,0.42,0.25,0.35,7
soar.csv,0.42,0.325,0.87,0.27,0.905,6
sqlpower-library.csv,0.375,0.525,0.745,0.31,0.69,15
super-tux.csv,0.35,0.51,0.7050000000000001,0.29000000000000004,0.5449999999999999,18
tart.csv,0.415,0.495,0.615,0.355,0.39,19
web-cat.csv,0.39,0.52,0.8200000000000001,0.3,0.775,14
