,fritzing.csv,arianne.csv,xuggle.csv,emeraldemu.csv,yield.csv,rsyslog.csv,planeshift.csv,grafx2.csv,wow-qrsk.csv,bacnet.csv,gnupdate.csv,alsa.csv,ardour.csv,multitude.csv,salasaga.csv,keyczar.csv,xmoto.csv,cortex-vfx.csv,gstreamer.csv,linux-ntfs.csv
alsa.csv,0.15,0.19,0.39,0.35,0.16,0.54,0.19,0.34,0.32,0.19,0.49,0.98,0.23,0.11,0.21,0.12,0.22,0.35,0.58,0.31
ardour.csv,0.53,0.28,0.5,0.65,0.38,0.39,0.56,0.6,0.65,0.54,0.44,0.42,0.98,0.45,0.13,0.37,0.61,0.5,0.59,0.47
arianne.csv,0.35,0.97,0.34,0.38,0.38,0.51,0.33,0.39,0.43,0.5,0.54,0.53,0.72,0.38,0.43,0.29,0.37,0.39,0.63,0.41
bacnet.csv,0.5,0.41,0.53,0.63,0.56,0.43,0.49,0.4,0.57,0.93,0.39,0.47,0.53,0.4,0.41,0.63,0.52,0.38,0.52,0.49
cortex-vfx.csv,0.58,0.23,0.54,0.43,0.25,0.44,0.32,0.46,0.49,0.46,0.54,0.35,0.4,0.42,0.41,0.1,0.47,0.96,0.35,0.49
emeraldemu.csv,0.51,0.43,0.44,0.96,0.43,0.39,0.65,0.49,0.58,0.28,0.12,0.3,0.63,0.39,0.54,0.1,0.48,0.6,0.39,0.61
fritzing.csv,0.99,0.42,0.72,0.66,0.63,0.69,0.44,0.51,0.67,0.58,0.6,0.58,0.64,0.43,0.0,0.5,0.51,0.58,0.67,0.57
gnupdate.csv,0.54,0.29,0.44,0.45,0.55,0.43,0.31,0.35,0.54,0.28,0.92,0.21,0.49,0.27,0.54,0.37,0.53,0.64,0.4,0.46
grafx2.csv,0.46,0.52,0.54,0.63,0.46,0.54,0.59,0.93,0.61,0.47,0.53,0.43,0.58,0.43,0.67,0.27,0.53,0.59,0.48,0.35
gstreamer.csv,0.5,0.41,0.5,0.67,0.42,0.46,0.64,0.47,0.56,0.3,0.52,0.51,0.63,0.46,0.62,0.51,0.54,0.6,0.98,0.66
keyczar.csv,0.12,0.29,0.74,0.51,0.71,0.68,0.59,0.76,0.64,0.6,0.55,0.35,0.69,0.72,0.62,0.94,0.56,0.4,0.64,0.5
linux-ntfs.csv,0.46,0.31,0.5,0.62,0.29,0.55,0.54,0.27,0.62,0.45,0.29,0.37,0.55,0.38,0.49,0.44,0.5,0.19,0.44,0.97
multitude.csv,0.67,0.32,0.57,0.68,0.61,0.58,0.59,0.58,0.69,0.37,0.68,0.44,0.72,0.93,0.71,0.44,0.69,0.71,0.45,0.6
planeshift.csv,0.1,0.35,0.63,0.65,0.67,0.61,0.99,0.67,0.69,0.69,0.55,0.55,0.58,0.68,0.74,0.41,0.63,0.51,0.68,0.63
rsyslog.csv,0.62,0.61,0.72,0.62,0.72,0.97,0.57,0.69,0.61,0.56,0.62,0.6,0.69,0.58,0.67,0.53,0.66,0.56,0.68,0.58
salasaga.csv,0.44,0.41,0.41,0.52,0.33,0.28,0.39,0.29,0.38,0.17,0.35,0.31,0.49,0.37,0.94,0.41,0.29,0.44,0.4,0.53
wow-qrsk.csv,0.62,0.5,0.53,0.52,0.26,0.44,0.47,0.38,0.94,0.2,0.42,0.42,0.54,0.38,0.2,0.05,0.48,0.46,0.36,0.39
xmoto.csv,0.67,0.46,0.69,0.7,0.51,0.56,0.7,0.13,0.63,0.21,0.31,0.42,0.64,0.59,0.65,0.55,1.0,0.6,0.68,0.66
xuggle.csv,0.6,0.47,0.86,0.2,0.07,0.59,0.31,0.27,0.2,0.33,0.51,0.28,0.26,0.15,0.05,0.15,0.13,0.11,0.62,0.18
yield.csv,0.66,0.6,0.72,0.61,0.98,0.47,0.64,0.13,0.69,0.48,0.42,0.61,0.64,0.58,0.43,0.65,0.63,0.4,0.4,0.53
