,theresa.csv,cataclysmos.csv,ildjit.csv,proftp.csv,xstore.csv,boost.csv,wxjs.csv,ffigo.csv,skia.csv,tencompetence.csv
boost.csv,0.64,0.58,0.91,0.76,0.69,0.03,0.93,0.76,0.8,0.81
ffigo.csv,0.72,1.05,0.66,0.84,0.69,0.81,1.06,0.07,0.82,0.87
ildjit.csv,0.67,1.0,0.03,0.9,1.0,0.99,1.0,0.99,0.92,0.96
proftp.csv,1.01,0.29,0.88,0.03,0.76,0.82,0.39,0.85,0.57,0.89
skia.csv,0.14,0.29,0.96,0.64,0.7,0.75,0.78,0.95,0.04,0.73
tencompetence.csv,0.76,0.5,1.0,0.84,0.87,0.88,1.0,0.91,0.8,0.03
theresa.csv,0.0,1.0,0.97,0.97,0.91,0.99,1.0,0.99,0.87,1.0
wxjs.csv,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
xstore.csv,0.51,0.46,0.79,0.7,0.03,0.6,0.71,0.67,0.76,0.8
