,theresa.csv,cataclysmos.csv,ildjit.csv,proftp.csv,xstore.csv,boost.csv,wxjs.csv,ffigo.csv,skia.csv,tencompetence.csv
boost.csv,0.64,0.58,0.69,0.57,0.61,0.01,0.69,0.75,0.72,0.5
ffigo.csv,0.28,0.31,0.6,0.35,0.32,0.5,0.36,0.05,0.7,0.27
ildjit.csv,0.04,0.02,0.0,0.03,0.0,0.03,0.02,0.02,0.07,0.17
proftp.csv,0.12,0.29,0.16,0.0,0.24,0.17,0.3,0.14,0.22,0.22
skia.csv,0.14,0.29,0.33,0.11,0.1,0.14,0.2,0.05,0.0,0.27
tencompetence.csv,0.36,0.5,0.01,0.14,0.34,0.09,0.48,0.05,0.17,0.03
theresa.csv,0.0,0.0,0.01,0.03,0.0,0.01,0.0,0.0,0.02,0.02
wxjs.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
xstore.csv,0.38,0.46,0.32,0.49,0.02,0.32,0.34,0.64,0.59,0.53
