,theresa.csv,cataclysmos.csv,ildjit.csv,proftp.csv,xstore.csv,boost.csv,wxjs.csv,ffigo.csv,skia.csv,tencompetence.csv
boost.csv,0.16,0.06,0.22,0.45,0.61,0.98,0.08,0.75,0.42,0.45
ffigo.csv,0.11,0.0,0.39,0.28,0.47,0.33,0.0,0.96,0.38,0.26
ildjit.csv,0.33,0.0,0.98,0.18,0.0,0.01,0.0,0.03,0.14,0.1
proftp.csv,0.0,0.12,0.16,0.98,0.38,0.27,0.29,0.26,0.5,0.22
skia.csv,0.46,0.12,0.09,0.49,0.44,0.36,0.14,0.1,0.98,0.44
tencompetence.csv,0.09,0.07,0.0,0.25,0.26,0.2,0.04,0.16,0.28,0.99
theresa.csv,1.0,0.0,0.06,0.06,0.16,0.01,0.0,0.03,0.22,0.0
wxjs.csv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
xstore.csv,0.17,0.08,0.24,0.48,0.98,0.49,0.14,0.72,0.39,0.48
