,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,nativeclient.csv,libarchive.csv
acdk.csv,0.17,0.04,0.07,0.01,0.0,0.19,0.27,0.22,0.29,0.07,0.29,0.17,0.18,0.08,0.35,0.1,0.48,0.11,0.1,0.12
amygdala.csv,0.37,0.02,0.46,0.15,0.17,0.29,0.22,0.8,0.41,0.9,0.29,0.4,0.26,0.33,0.46,0.7,0.72,0.06,0.09,0.03
awemud.csv,0.5,0.31,0.43,0.72,0.56,0.19,0.43,0.64,0.19,0.0,0.88,0.23,0.37,0.67,0.46,0.4,0.52,0.5,0.1,0.21
bullet.csv,0.5,0.58,0.73,0.12,0.17,0.33,0.35,0.3,0.08,0.1,0.41,0.6,0.59,0.53,0.46,0.7,0.34,0.44,0.35,0.28
customwars.csv,0.27,0.22,0.36,0.01,0.22,0.38,0.23,0.42,0.26,0.0,0.33,0.17,0.18,0.25,0.81,0.4,0.24,0.17,0.19,0.26
dvd-create.csv,0.33,0.73,0.54,0.92,0.11,0.29,0.86,0.62,0.65,0.0,0.86,0.4,0.82,0.63,0.58,0.85,0.79,0.94,0.43,0.53
gbif-indexingtoolkit.csv,0.8,0.69,0.68,0.98,1.0,0.52,0.7,0.3,0.79,0.02,0.73,0.69,0.65,0.41,0.38,0.95,0.55,0.78,0.86,0.97
go.csv,0.63,0.24,0.39,0.64,0.5,0.43,0.55,0.76,0.43,0.07,0.86,0.63,0.52,0.57,0.65,0.55,0.76,0.33,0.37,0.44
growl-for-windows.csv,0.23,0.0,0.27,0.0,0.06,0.1,0.59,0.68,0.0,0.0,0.97,0.69,0.0,0.31,0.42,0.7,0.31,0.17,0.0,0.0
gss.csv,0.67,0.62,0.62,0.05,0.28,0.62,0.32,0.68,0.33,0.0,0.81,0.51,0.47,0.73,0.92,0.15,0.52,0.83,0.35,0.32
kwave.csv,0.6,0.93,0.2,1.0,1.0,0.38,0.76,0.72,0.82,0.39,0.77,0.6,0.91,0.65,0.77,0.35,0.62,0.94,0.81,1.0
libarchive.csv,0.57,0.87,0.43,0.43,0.61,0.71,0.58,0.94,0.49,0.83,0.98,0.51,0.51,0.98,0.96,0.55,0.79,0.89,0.37,0.19
linux-ntfs.csv,0.5,0.36,0.54,0.17,0.28,0.43,0.25,0.54,0.08,0.17,0.6,0.34,0.42,0.63,0.73,0.55,0.45,0.72,0.34,0.34
lsb.csv,0.4,0.67,0.7,0.26,0.83,0.48,0.31,0.3,0.46,0.07,0.87,0.89,0.13,0.43,0.62,0.85,0.52,0.67,0.49,0.41
mpgravity.csv,0.87,0.4,0.68,0.93,0.83,0.81,0.97,0.94,0.0,0.17,1.0,0.94,0.0,0.8,0.85,1.0,0.93,0.78,0.68,0.85
nativeclient.csv,0.5,0.24,0.32,0.02,0.06,0.48,0.55,0.52,0.39,0.61,0.38,0.46,0.45,0.39,0.81,0.25,0.55,0.39,0.31,0.57
qcad2.csv,0.27,0.16,0.09,0.5,0.17,0.33,0.32,0.44,0.3,0.73,0.21,0.37,0.24,0.31,0.73,0.65,0.62,0.5,0.64,0.59
qtwin.csv,0.07,0.0,0.02,0.0,0.0,0.14,0.03,0.44,0.09,0.12,0.34,0.03,0.11,0.18,0.27,0.05,0.21,0.06,0.03,0.0
roller.csv,0.7,0.82,0.95,0.99,1.0,0.95,0.89,0.6,0.89,0.85,0.73,0.89,0.91,0.25,0.69,1.0,1.0,0.72,0.97,1.0
xinity.csv,0.63,1.0,0.16,1.0,0.94,0.43,0.62,0.32,0.63,0.78,0.41,0.37,0.95,0.29,0.46,0.95,0.76,0.56,0.98,0.99
